,times_prey_known,times_pred_known,time_steps
0,26,12,26
1,10,10,10
2,12,12,12
3,12,3,12
4,15,2,15
5,14,14,14
6,4,2,4
7,13,2,13
8,20,5,20
9,1,1,1
10,1,1,1
11,13,13,13
12,6,6,6
13,5,3,5
14,17,2,17
15,12,6,12
16,10,6,10
17,13,13,13
18,3,2,3
19,1,1,1
20,11,11,11
21,5,4,5
22,12,5,12
23,7,7,7
24,6,5,6
25,16,3,16
26,18,18,18
27,8,3,8
28,2,2,2
29,8,8,8
30,6,1,6
31,18,16,18
32,14,10,14
33,19,7,19
34,12,8,12
35,11,11,11
36,5,5,5
37,11,9,11
38,8,8,8
39,19,9,19
40,9,9,9
41,12,10,12
42,4,4,4
43,10,3,10
44,11,5,11
45,2,2,2
46,6,6,6
47,12,12,12
48,20,2,20
49,12,11,12
50,17,17,17
51,16,16,16
52,9,2,9
53,12,2,12
54,12,11,12
55,17,7,17
56,18,7,18
57,9,2,9
58,7,3,7
59,6,6,6
60,14,1,14
61,1,1,1
62,11,10,11
63,8,8,8
64,10,10,10
65,17,3,17
66,19,19,19
67,14,14,14
68,17,11,17
69,1,1,1
70,12,1,12
71,13,1,13
72,9,9,9
73,5,3,5
74,16,1,16
75,3,3,3
76,10,7,10
77,2,2,2
78,5,1,5
79,4,1,4
80,6,6,6
81,15,15,15
82,6,6,6
83,3,3,3
84,13,13,13
85,7,7,7
86,5,1,5
87,7,2,7
88,8,8,8
89,10,5,10
90,7,3,7
91,4,4,4
92,19,5,19
93,13,2,13
94,12,12,12
95,12,12,12
96,26,24,26
97,10,10,10
98,12,7,12
99,19,11,19
