,times_prey_known,times_pred_known,time_steps
0,0,4,21
1,0,4,47
2,0,2,24
3,0,9,19
4,0,23,46
5,0,37,61
6,0,4,7
7,1,4,19
8,1,8,40
9,0,8,54
10,1,3,21
11,1,6,7
12,0,3,17
13,1,12,35
14,0,3,22
15,0,2,17
16,1,4,9
17,0,2,12
18,0,5,18
19,0,23,103
20,0,1,26
21,1,7,14
22,0,4,24
23,0,2,36
24,0,7,27
25,0,1,19
26,0,4,17
27,0,2,28
28,1,7,29
29,0,17,23
30,1,6,42
31,1,19,37
32,0,1,24
33,0,6,23
34,0,11,33
35,1,8,29
36,0,6,14
37,1,5,27
38,0,1,1
39,0,5,17
40,0,2,12
41,0,2,2
42,0,1,1
43,1,5,15
44,0,2,28
45,0,2,34
46,0,11,16
47,0,2,19
48,1,4,4
49,0,3,21
50,0,5,14
51,0,3,18
52,0,5,36
53,0,4,12
54,0,1,2
55,0,5,28
56,0,3,28
57,0,3,5
58,0,5,15
59,0,1,44
60,1,8,18
61,2,6,22
62,1,11,15
63,0,14,34
64,0,1,21
65,0,2,2
66,1,3,4
67,1,8,37
68,1,12,24
69,0,9,32
70,1,2,40
71,1,13,44
72,0,2,2
73,0,3,4
74,0,6,9
75,1,9,10
76,1,7,21
77,0,7,34
78,0,7,33
79,1,3,3
80,0,1,31
81,1,5,15
82,1,12,42
83,0,1,28
84,0,1,16
85,0,9,65
86,0,6,63
87,1,6,25
88,0,5,22
89,0,3,4
90,1,13,25
91,0,1,1
92,1,5,23
93,0,14,38
94,0,10,35
95,0,6,12
96,0,6,36
97,0,1,16
98,0,2,35
99,0,6,27
