,times_prey_known,times_pred_known,time_steps
0,1,2,2
1,0,2,17
2,3,17,25
3,0,1,11
4,1,33,37
5,1,1,16
6,0,4,10
7,1,3,16
8,0,3,8
9,0,2,2
10,0,4,14
11,1,11,12
12,1,4,6
13,1,16,16
14,0,1,6
15,0,2,2
16,0,4,11
17,0,18,22
18,0,5,6
19,0,23,35
20,0,15,15
21,0,2,7
22,0,4,14
23,1,14,34
24,1,4,18
25,0,13,14
26,1,49,67
27,1,5,13
28,1,8,23
29,0,33,47
30,0,1,13
31,1,1,1
32,1,9,10
33,0,11,21
34,0,2,14
35,0,4,19
36,0,41,60
37,0,17,31
38,1,7,18
39,1,1,1
40,2,20,30
41,1,10,19
42,1,15,27
43,1,11,17
44,0,19,35
45,0,4,4
46,0,2,11
47,2,18,36
48,0,8,23
49,1,2,3
50,0,2,4
51,0,5,17
52,0,7,24
53,0,7,23
54,1,7,14
55,0,6,18
56,0,1,12
57,3,10,13
58,1,1,1
59,0,21,38
60,0,3,14
61,0,8,21
62,1,27,30
63,1,1,3
64,1,29,44
65,0,2,18
66,1,1,16
67,0,4,7
68,1,3,4
69,1,6,14
70,0,3,16
71,1,14,32
72,2,22,25
73,0,2,11
74,0,3,12
75,0,39,50
76,1,1,4
77,0,4,4
78,0,22,24
79,0,13,26
80,0,2,9
81,0,1,15
82,0,4,6
83,1,1,11
84,0,20,26
85,1,14,26
86,0,4,14
87,1,3,3
88,0,1,14
89,1,2,2
90,2,36,47
91,1,4,18
92,0,1,1
93,1,8,22
94,1,62,84
95,0,3,15
96,1,4,12
97,0,5,16
98,0,21,34
99,0,16,19
