,times_prey_known,times_pred_known,time_steps
0,0,16,21
1,0,14,26
2,1,1,1
3,1,2,2
4,0,9,25
5,1,40,59
6,0,2,13
7,0,3,12
8,0,16,18
9,0,6,15
10,0,5,18
11,0,1,16
12,0,2,4
13,1,10,17
14,1,19,33
15,1,67,85
16,0,1,8
17,2,12,27
18,0,20,25
19,1,10,10
20,0,1,8
21,0,1,1
22,1,10,26
23,0,10,16
24,0,10,22
25,1,26,31
26,0,2,2
27,0,3,5
28,1,3,7
29,0,10,20
30,1,18,29
31,1,4,4
32,0,4,15
33,2,16,27
34,0,24,27
35,0,17,22
36,1,7,16
37,0,3,3
38,1,7,7
39,1,7,10
40,0,3,3
41,1,8,15
42,1,1,1
43,0,13,26
44,1,3,17
45,1,1,16
46,1,17,26
47,0,23,39
48,0,3,15
49,1,1,3
50,0,1,9
51,0,2,2
52,1,2,2
53,1,4,13
54,1,4,13
55,0,2,4
56,1,16,19
57,0,2,12
58,0,2,13
59,0,2,11
60,0,17,27
61,1,7,8
62,0,7,20
63,0,10,11
64,0,1,1
65,1,1,2
66,0,2,13
67,1,13,20
68,0,3,5
69,2,7,9
70,0,1,13
71,1,1,1
72,1,22,36
73,3,2,14
74,0,11,11
75,0,30,50
76,0,8,19
77,1,3,10
78,0,6,21
79,0,2,8
80,3,4,19
81,0,7,22
82,1,19,38
83,0,3,12
84,0,6,16
85,0,5,17
86,1,7,14
87,1,16,16
88,1,1,5
89,1,9,20
90,0,6,19
91,0,8,13
92,0,7,19
93,0,15,16
94,0,9,17
95,0,26,34
96,1,1,2
97,1,4,4
98,0,4,15
99,0,5,5
