,times_prey_known,times_pred_known,time_steps
0,23,23,23
1,18,18,18
2,1,1,1
3,11,11,11
4,13,13,13
5,7,7,7
6,1,1,1
7,5,5,5
8,2,2,2
9,14,14,14
10,7,7,7
11,18,18,18
12,5,5,5
13,20,20,20
14,7,7,7
15,16,16,16
16,20,20,20
17,7,7,7
18,6,6,6
19,6,6,6
20,13,13,13
21,3,3,3
22,7,7,7
23,34,34,34
24,7,7,7
25,1,1,1
26,9,9,9
27,16,16,16
28,15,15,15
29,9,9,9
30,16,16,16
31,15,15,15
32,21,21,21
33,6,6,6
34,4,4,4
35,8,8,8
36,12,12,12
37,11,11,11
38,27,27,27
39,7,7,7
40,8,8,8
41,1,1,1
42,8,8,8
43,9,9,9
44,21,21,21
45,5,5,5
46,14,14,14
47,4,4,4
48,27,27,27
49,1,1,1
50,7,7,7
51,7,7,7
52,14,14,14
53,22,22,22
54,2,2,2
55,2,2,2
56,6,6,6
57,22,22,22
58,12,12,12
59,11,11,11
60,14,14,14
61,25,25,25
62,2,2,2
63,3,3,3
64,17,17,17
65,4,4,4
66,3,3,3
67,19,19,19
68,15,15,15
69,6,6,6
70,12,12,12
71,10,10,10
72,12,12,12
73,4,4,4
74,13,13,13
75,9,9,9
76,23,23,23
77,3,3,3
78,3,3,3
79,16,16,16
80,4,4,4
81,3,3,3
82,5,5,5
83,7,7,7
84,5,5,5
85,21,21,21
86,30,30,30
87,10,10,10
88,15,15,15
89,15,15,15
90,21,21,21
91,3,3,3
92,3,3,3
93,9,9,9
94,12,12,12
95,15,15,15
96,9,9,9
97,11,11,11
98,11,11,11
99,3,3,3
