,times_prey_known,times_pred_known,time_steps
0,5,5,5
1,32,32,32
2,8,8,8
3,6,6,6
4,21,21,21
5,3,3,3
6,13,13,13
7,16,16,16
8,7,7,7
9,18,18,18
10,5,5,5
11,1,1,1
12,12,12,12
13,9,9,9
14,7,7,7
15,13,13,13
16,15,15,15
17,10,10,10
18,6,6,6
19,11,11,11
20,6,6,6
21,5,5,5
22,24,24,24
23,3,3,3
24,4,4,4
25,18,18,18
26,11,11,11
27,2,2,2
28,3,3,3
29,14,14,14
30,8,8,8
31,40,40,40
32,10,10,10
33,4,4,4
34,29,29,29
35,14,14,14
36,7,7,7
37,26,26,26
38,21,21,21
39,11,11,11
40,18,18,18
41,6,6,6
42,7,7,7
43,6,6,6
44,10,10,10
45,1,1,1
46,5,5,5
47,1,1,1
48,3,3,3
49,10,10,10
50,19,19,19
51,5,5,5
52,5,5,5
53,16,16,16
54,14,14,14
55,1,1,1
56,18,18,18
57,11,11,11
58,12,12,12
59,10,10,10
60,9,9,9
61,14,14,14
62,8,8,8
63,5,5,5
64,17,17,17
65,10,10,10
66,18,18,18
67,15,15,15
68,3,3,3
69,4,4,4
70,8,8,8
71,21,21,21
72,5,5,5
73,2,2,2
74,4,4,4
75,8,8,8
76,6,6,6
77,1,1,1
78,1,1,1
79,6,6,6
80,13,13,13
81,13,13,13
82,13,13,13
83,8,8,8
84,15,15,15
85,11,11,11
86,15,15,15
87,18,18,18
88,12,12,12
89,10,10,10
90,4,4,4
91,22,22,22
92,16,16,16
93,10,10,10
94,23,23,23
95,21,21,21
96,10,10,10
97,26,26,26
98,12,12,12
99,4,4,4
