,times_prey_known,times_pred_known,time_steps
0,19,19,19
1,8,8,8
2,11,11,11
3,24,24,24
4,12,12,12
5,8,8,8
6,15,15,15
7,5,5,5
8,24,24,24
9,16,16,16
10,3,3,3
11,19,19,19
12,23,23,23
13,19,19,19
14,12,12,12
15,9,9,9
16,11,11,11
17,5,5,5
18,24,24,24
19,6,6,6
20,12,12,12
21,15,15,15
22,24,24,24
23,6,6,6
24,9,9,9
25,2,2,2
26,19,19,19
27,13,13,13
28,3,3,3
29,18,18,18
30,11,11,11
31,21,21,21
32,1,1,1
33,12,12,12
34,19,19,19
35,4,4,4
36,26,26,26
37,4,4,4
38,13,13,13
39,8,8,8
40,5,5,5
41,16,16,16
42,9,9,9
43,2,2,2
44,8,8,8
45,10,10,10
46,7,7,7
47,14,14,14
48,13,13,13
49,18,18,18
50,16,16,16
51,8,8,8
52,2,2,2
53,15,15,15
54,3,3,3
55,7,7,7
56,19,19,19
57,19,19,19
58,12,12,12
59,13,13,13
60,10,10,10
61,5,5,5
62,1,1,1
63,8,8,8
64,13,13,13
65,22,22,22
66,4,4,4
67,4,4,4
68,19,19,19
69,4,4,4
70,11,11,11
71,6,6,6
72,6,6,6
73,9,9,9
74,5,5,5
75,13,13,13
76,11,11,11
77,23,23,23
78,6,6,6
79,10,10,10
80,26,26,26
81,11,11,11
82,11,11,11
83,9,9,9
84,9,9,9
85,14,14,14
86,21,21,21
87,9,9,9
88,10,10,10
89,7,7,7
90,14,14,14
91,13,13,13
92,14,14,14
93,6,6,6
94,14,14,14
95,8,8,8
96,10,10,10
97,19,19,19
98,3,3,3
99,6,6,6
