,times_prey_known,times_pred_known,time_steps
0,3,3,3
1,5,5,5
2,18,18,18
3,5,5,5
4,15,15,15
5,15,15,15
6,27,27,27
7,16,16,16
8,9,9,9
9,13,13,13
10,1,1,1
11,16,16,16
12,4,4,4
13,14,14,14
14,3,3,3
15,17,17,17
16,13,13,13
17,11,11,11
18,10,10,10
19,34,34,34
20,3,3,3
21,14,14,14
22,11,11,11
23,27,27,27
24,3,3,3
25,4,4,4
26,30,30,30
27,3,3,3
28,6,6,6
29,17,17,17
30,7,7,7
31,13,13,13
32,20,20,20
33,4,4,4
34,9,9,9
35,9,9,9
36,19,19,19
37,5,5,5
38,7,7,7
39,19,19,19
40,14,14,14
41,22,22,22
42,12,12,12
43,2,2,2
44,9,9,9
45,15,15,15
46,9,9,9
47,3,3,3
48,5,5,5
49,11,11,11
50,1,1,1
51,14,14,14
52,16,16,16
53,16,16,16
54,22,22,22
55,26,26,26
56,21,21,21
57,7,7,7
58,8,8,8
59,4,4,4
60,11,11,11
61,2,2,2
62,14,14,14
63,9,9,9
64,9,9,9
65,8,8,8
66,9,9,9
67,13,13,13
68,17,17,17
69,10,10,10
70,16,16,16
71,14,14,14
72,8,8,8
73,4,4,4
74,21,21,21
75,4,4,4
76,12,12,12
77,1,1,1
78,2,2,2
79,5,5,5
80,14,14,14
81,7,7,7
82,11,11,11
83,12,12,12
84,11,11,11
85,17,17,17
86,18,18,18
87,12,12,12
88,17,17,17
89,9,9,9
90,14,14,14
91,22,22,22
92,12,12,12
93,12,12,12
94,3,3,3
95,16,16,16
96,7,7,7
97,14,14,14
98,7,7,7
99,6,6,6
