,times_prey_known,times_pred_known,time_steps
0,14,14,14
1,10,10,10
2,12,12,12
3,6,6,6
4,20,20,20
5,13,13,13
6,21,21,21
7,1,1,1
8,1,1,1
9,12,12,12
10,2,2,2
11,11,11,11
12,12,12,12
13,6,6,6
14,29,29,29
15,1,1,1
16,20,20,20
17,15,15,15
18,12,12,12
19,13,13,13
20,28,28,28
21,5,5,5
22,4,4,4
23,14,14,14
24,11,11,11
25,13,13,13
26,17,17,17
27,10,10,10
28,19,19,19
29,18,18,18
30,7,7,7
31,1,1,1
32,12,12,12
33,19,19,19
34,16,16,16
35,7,7,7
36,3,3,3
37,10,10,10
38,4,4,4
39,17,17,17
40,2,2,2
41,21,21,21
42,21,21,21
43,24,24,24
44,27,27,27
45,16,16,16
46,16,16,16
47,21,21,21
48,10,10,10
49,4,4,4
50,4,4,4
51,5,5,5
52,21,21,21
53,8,8,8
54,15,15,15
55,20,20,20
56,13,13,13
57,19,19,19
58,8,8,8
59,24,24,24
60,4,4,4
61,4,4,4
62,19,19,19
63,15,15,15
64,10,10,10
65,5,5,5
66,16,16,16
67,5,5,5
68,3,3,3
69,14,14,14
70,9,9,9
71,5,5,5
72,3,3,3
73,12,12,12
74,1,1,1
75,19,19,19
76,17,17,17
77,4,4,4
78,4,4,4
79,15,15,15
80,25,25,25
81,9,9,9
82,13,13,13
83,3,3,3
84,2,2,2
85,19,19,19
86,12,12,12
87,5,5,5
88,9,9,9
89,14,14,14
90,2,2,2
91,8,8,8
92,16,16,16
93,23,23,23
94,40,40,40
95,6,6,6
96,19,19,19
97,14,14,14
98,1,1,1
99,4,4,4
