,times_prey_known,times_pred_known,time_steps
0,0,10,10
1,0,1,1
2,6,8,8
3,6,18,18
4,7,28,28
5,5,23,23
6,1,5,5
7,0,24,24
8,6,25,25
9,8,47,47
10,2,25,25
11,1,23,23
12,2,40,40
13,2,18,18
14,1,67,67
15,3,8,8
16,0,38,38
17,2,23,23
18,5,19,19
19,1,3,3
20,1,10,10
21,7,29,29
22,5,18,18
23,1,39,39
24,1,18,18
25,2,20,20
26,0,9,9
27,3,12,12
28,2,32,32
29,3,69,69
30,0,3,3
31,0,7,7
32,3,20,20
33,2,10,10
34,9,30,30
35,10,55,55
36,3,36,36
37,0,5,5
38,1,37,37
39,5,24,24
40,3,43,43
41,1,23,23
42,0,8,8
43,3,69,69
44,3,15,15
45,1,45,45
46,1,21,21
47,0,23,23
48,3,29,29
49,2,36,36
50,1,39,39
51,1,63,63
52,3,30,30
53,0,17,17
54,1,35,35
55,1,23,23
56,1,1,1
57,0,31,31
58,1,12,12
59,1,28,28
60,0,2,2
61,0,9,9
62,1,30,30
63,1,2,2
64,1,25,25
65,2,38,38
66,4,25,25
67,5,44,44
68,0,28,28
69,1,10,10
70,0,7,7
71,2,4,4
72,0,38,38
73,4,29,29
74,3,26,26
75,1,6,6
76,0,30,30
77,2,24,24
78,0,7,7
79,4,14,14
80,1,14,14
81,0,16,16
82,1,41,41
83,2,20,20
84,8,70,70
85,1,10,10
86,2,10,10
87,2,43,43
88,1,5,5
89,1,21,21
90,0,12,12
91,3,24,24
92,3,24,24
93,1,14,14
94,0,6,6
95,2,11,11
96,1,9,9
97,0,18,18
98,1,17,17
99,2,19,19
