,times_prey_known,times_pred_known,time_steps
0,3,16,16
1,3,20,20
2,1,12,12
3,1,6,6
4,2,58,58
5,2,14,14
6,1,6,6
7,0,19,19
8,2,22,22
9,1,32,32
10,0,13,13
11,1,1,1
12,0,8,8
13,1,29,29
14,0,73,73
15,1,4,4
16,2,39,39
17,0,6,6
18,1,1,1
19,0,11,11
20,0,27,27
21,2,2,2
22,1,28,28
23,4,54,54
24,5,23,23
25,2,12,12
26,0,20,20
27,4,28,28
28,6,27,27
29,3,42,42
30,4,48,48
31,13,34,34
32,6,14,14
33,1,11,11
34,1,40,40
35,5,28,28
36,0,49,49
37,2,16,16
38,4,34,34
39,0,32,32
40,0,1,1
41,1,7,7
42,0,4,4
43,2,13,13
44,0,18,18
45,3,17,17
46,0,1,1
47,0,18,18
48,1,12,12
49,1,43,43
50,0,4,4
51,0,2,2
52,0,10,10
53,3,50,50
54,1,15,15
55,4,42,42
56,4,25,25
57,5,33,33
58,0,32,32
59,0,1,1
60,0,10,10
61,3,34,34
62,6,52,52
63,1,6,6
64,0,9,9
65,0,39,39
66,0,12,12
67,0,2,2
68,1,9,9
69,0,6,6
70,2,41,41
71,0,14,14
72,3,15,15
73,7,22,22
74,2,41,41
75,5,21,21
76,5,41,41
77,3,6,6
78,1,14,14
79,0,24,24
80,0,18,18
81,4,24,24
82,2,8,8
83,0,5,5
84,0,37,37
85,1,24,24
86,1,12,12
87,0,8,8
88,1,42,42
89,0,9,9
90,1,1,1
91,0,8,8
92,2,11,11
93,2,14,14
94,2,5,5
95,5,93,93
96,4,8,8
97,4,29,29
98,10,22,22
99,1,11,11
