,times_prey_known,times_pred_known,time_steps
0,3,13,13
1,1,20,20
2,5,31,31
3,3,20,20
4,1,22,22
5,1,49,49
6,4,31,31
7,1,14,14
8,0,107,107
9,1,8,8
10,0,9,9
11,1,20,20
12,3,20,20
13,3,37,37
14,1,20,20
15,3,14,14
16,1,32,32
17,5,22,22
18,2,46,46
19,1,28,28
20,0,7,7
21,0,11,11
22,4,24,24
23,3,23,23
24,1,2,2
25,2,33,33
26,2,79,79
27,1,1,1
28,1,6,6
29,0,8,8
30,0,9,9
31,3,29,29
32,3,43,43
33,1,16,16
34,3,16,16
35,2,16,16
36,1,55,55
37,1,20,20
38,6,30,30
39,1,21,21
40,4,20,20
41,2,17,17
42,3,37,37
43,0,28,28
44,1,19,19
45,6,17,17
46,2,22,22
47,2,16,16
48,0,2,2
49,0,51,51
50,6,24,24
51,2,27,27
52,5,24,24
53,2,9,9
54,0,5,5
55,0,13,13
56,1,10,10
57,1,37,37
58,0,1,1
59,0,2,2
60,1,12,12
61,3,13,13
62,1,15,15
63,3,52,52
64,1,12,12
65,0,63,63
66,1,1,1
67,1,43,43
68,7,15,15
69,1,11,11
70,0,59,59
71,0,4,4
72,3,24,24
73,1,17,17
74,1,17,17
75,3,34,34
76,0,5,5
77,5,51,51
78,0,19,19
79,0,20,20
80,8,39,39
81,1,16,16
82,0,46,46
83,5,14,14
84,4,25,25
85,0,63,63
86,4,25,25
87,5,20,20
88,3,20,20
89,1,2,2
90,0,12,12
91,1,16,16
92,0,18,18
93,0,34,34
94,2,13,13
95,3,19,19
96,1,13,13
97,1,16,16
98,2,25,25
99,0,5,5
