,times_prey_known,times_pred_known,time_steps
0,20,7,20
1,19,8,19
2,12,3,12
3,39,28,39
4,3,3,3
5,19,4,19
6,1,1,1
7,19,11,19
8,2,2,2
9,5,1,5
10,6,6,6
11,11,11,11
12,14,14,14
13,29,20,29
14,11,11,11
15,18,9,18
16,13,2,13
17,12,12,12
18,8,8,8
19,18,18,18
20,18,5,18
21,9,9,9
22,13,11,13
23,6,6,6
24,3,3,3
25,10,10,10
26,13,2,13
27,16,16,16
28,7,7,7
29,4,2,4
30,13,2,13
31,10,5,10
32,31,20,31
33,5,4,5
34,11,2,11
35,17,17,17
36,5,5,5
37,9,8,9
38,3,3,3
39,37,34,37
40,17,6,17
41,10,10,10
42,28,12,28
43,20,9,20
44,9,8,9
45,3,3,3
46,14,14,14
47,18,5,18
48,5,4,5
49,2,1,2
50,21,21,21
51,5,5,5
52,3,3,3
53,12,4,12
54,10,2,10
55,22,14,22
56,5,5,5
57,30,23,30
58,29,21,29
59,22,18,22
60,12,12,12
61,6,6,6
62,16,13,16
63,19,5,19
64,10,10,10
65,13,8,13
66,6,5,6
67,20,4,20
68,21,12,21
69,6,6,6
70,12,4,12
71,13,9,13
72,4,4,4
73,18,3,18
74,7,7,7
75,11,1,11
76,1,1,1
77,14,14,14
78,34,34,34
79,14,14,14
80,3,3,3
81,20,15,20
82,10,10,10
83,14,6,14
84,7,4,7
85,3,3,3
86,8,8,8
87,8,7,8
88,25,13,25
89,7,3,7
90,25,16,25
91,3,3,3
92,11,11,11
93,32,19,32
94,11,10,11
95,13,2,13
96,5,5,5
97,16,1,16
98,20,8,20
99,19,18,19
