,times_prey_known,times_pred_known,time_steps
0,10,10,10
1,4,2,4
2,1,1,1
3,5,2,5
4,17,14,17
5,1,1,1
6,13,11,13
7,23,22,23
8,24,22,24
9,6,1,6
10,17,15,17
11,12,1,12
12,5,5,5
13,6,6,6
14,5,5,5
15,9,7,9
16,1,1,1
17,19,18,19
18,3,2,3
19,4,4,4
20,26,25,26
21,17,4,17
22,1,1,1
23,10,10,10
24,9,8,9
25,27,15,27
26,22,11,22
27,3,3,3
28,23,20,23
29,22,12,22
30,11,7,11
31,25,24,25
32,15,7,15
33,4,4,4
34,9,6,9
35,18,8,18
36,11,7,11
37,14,4,14
38,8,7,8
39,7,7,7
40,13,11,13
41,6,6,6
42,5,1,5
43,4,4,4
44,16,4,16
45,32,31,32
46,7,5,7
47,15,15,15
48,31,20,31
49,9,9,9
50,10,7,10
51,8,8,8
52,31,22,31
53,8,7,8
54,39,35,39
55,19,5,19
56,8,8,8
57,8,8,8
58,11,2,11
59,8,7,8
60,8,7,8
61,14,14,14
62,29,20,29
63,21,13,21
64,6,6,6
65,17,7,17
66,15,14,15
67,13,12,13
68,18,15,18
69,10,10,10
70,17,16,17
71,19,17,19
72,11,3,11
73,9,9,9
74,6,6,6
75,15,13,15
76,2,2,2
77,8,8,8
78,6,6,6
79,12,11,12
80,12,3,12
81,1,1,1
82,10,1,10
83,18,7,18
84,10,10,10
85,15,9,15
86,10,10,10
87,8,8,8
88,7,5,7
89,8,5,8
90,28,17,28
91,15,5,15
92,13,13,13
93,15,6,15
94,15,13,15
95,8,8,8
96,12,1,12
97,13,13,13
98,25,20,25
99,14,13,14
