,times_prey_known,times_pred_known,time_steps
0,22,15,22
1,18,9,18
2,24,21,24
3,11,11,11
4,10,9,10
5,21,10,21
6,7,6,7
7,6,6,6
8,10,10,10
9,1,1,1
10,20,6,20
11,17,17,17
12,10,10,10
13,12,12,12
14,34,23,34
15,15,3,15
16,34,20,34
17,4,4,4
18,5,5,5
19,17,2,17
20,17,5,17
21,21,8,21
22,19,4,19
23,15,5,15
24,16,4,16
25,2,1,2
26,3,2,3
27,21,18,21
28,9,7,9
29,13,4,13
30,25,25,25
31,13,11,13
32,10,7,10
33,2,2,2
34,4,4,4
35,13,11,13
36,17,7,17
37,20,5,20
38,5,5,5
39,13,7,13
40,6,6,6
41,26,24,26
42,25,12,25
43,13,4,13
44,20,7,20
45,18,13,18
46,17,16,17
47,26,14,26
48,17,16,17
49,1,1,1
50,16,10,16
51,12,11,12
52,3,3,3
53,12,9,12
54,20,20,20
55,5,1,5
56,26,25,26
57,3,3,3
58,11,4,11
59,2,2,2
60,8,5,8
61,11,9,11
62,18,2,18
63,19,6,19
64,7,4,7
65,17,12,17
66,24,24,24
67,21,8,21
68,20,19,20
69,20,6,20
70,15,15,15
71,4,4,4
72,10,9,10
73,3,2,3
74,17,14,17
75,4,4,4
76,5,4,5
77,6,4,6
78,23,16,23
79,15,4,15
80,23,19,23
81,15,2,15
82,6,6,6
83,17,3,17
84,13,10,13
85,23,11,23
86,6,6,6
87,28,23,28
88,3,3,3
89,13,4,13
90,12,12,12
91,16,9,16
92,11,1,11
93,23,11,23
94,24,21,24
95,12,9,12
96,18,17,18
97,5,5,5
98,1,1,1
99,9,5,9
