,times_prey_known,times_pred_known,time_steps
0,21,6,21
1,11,11,11
2,2,2,2
3,25,16,25
4,5,3,5
5,7,7,7
6,12,1,12
7,17,15,17
8,11,11,11
9,5,1,5
10,18,7,18
11,16,14,16
12,6,6,6
13,15,15,15
14,22,15,22
15,9,2,9
16,8,8,8
17,4,4,4
18,17,6,17
19,8,8,8
20,12,5,12
21,11,9,11
22,12,2,12
23,12,12,12
24,2,2,2
25,17,11,17
26,2,2,2
27,19,7,19
28,26,13,26
29,13,6,13
30,13,10,13
31,2,2,2
32,7,7,7
33,31,19,31
34,3,3,3
35,13,2,13
36,4,4,4
37,11,11,11
38,2,2,2
39,29,25,29
40,9,2,9
41,2,2,2
42,8,7,8
43,32,19,32
44,4,4,4
45,11,11,11
46,12,3,12
47,10,10,10
48,5,5,5
49,9,5,9
50,23,13,23
51,3,3,3
52,5,1,5
53,12,12,12
54,3,3,3
55,3,3,3
56,4,4,4
57,2,1,2
58,15,4,15
59,13,13,13
60,20,20,20
61,17,7,17
62,23,17,23
63,10,10,10
64,6,6,6
65,9,7,9
66,8,6,8
67,7,2,7
68,16,5,16
69,5,5,5
70,12,6,12
71,10,8,10
72,5,5,5
73,24,23,24
74,19,6,19
75,13,11,13
76,8,6,8
77,9,5,9
78,18,12,18
79,5,4,5
80,8,5,8
81,4,4,4
82,4,4,4
83,10,2,10
84,17,2,17
85,7,1,7
86,16,8,16
87,2,2,2
88,12,1,12
89,32,23,32
90,1,1,1
91,2,2,2
92,3,2,3
93,12,12,12
94,5,5,5
95,20,19,20
96,12,1,12
97,11,11,11
98,4,4,4
99,16,3,16
