,times_prey_known,times_pred_known,time_steps
0,17,6,17
1,12,12,12
2,22,20,22
3,12,11,12
4,7,3,7
5,21,11,21
6,13,12,13
7,11,11,11
8,12,11,12
9,25,24,25
10,6,6,6
11,6,5,6
12,27,16,27
13,9,9,9
14,25,12,25
15,17,8,17
16,11,8,11
17,5,2,5
18,27,25,27
19,10,4,10
20,16,14,16
21,24,13,24
22,16,9,16
23,21,10,21
24,27,22,27
25,22,16,22
26,28,15,28
27,9,3,9
28,30,21,30
29,10,9,10
30,28,24,28
31,10,10,10
32,7,1,7
33,6,6,6
34,9,9,9
35,16,6,16
36,20,13,20
37,19,8,19
38,7,5,7
39,7,6,7
40,5,2,5
41,22,14,22
42,3,3,3
43,19,17,19
44,13,9,13
45,21,10,21
46,20,12,20
47,27,16,27
48,29,18,29
49,6,6,6
50,16,16,16
51,7,7,7
52,12,10,12
53,7,7,7
54,35,23,35
55,21,12,21
56,10,10,10
57,9,9,9
58,15,14,15
59,14,10,14
60,13,11,13
61,5,5,5
62,25,19,25
63,8,8,8
64,25,15,25
65,14,3,14
66,6,2,6
67,14,8,14
68,16,16,16
69,10,4,10
70,13,2,13
71,6,1,6
72,5,5,5
73,12,10,12
74,6,5,6
75,5,5,5
76,10,8,10
77,9,8,9
78,14,2,14
79,11,10,11
80,17,7,17
81,3,3,3
82,28,12,28
83,6,2,6
84,9,9,9
85,22,18,22
86,3,3,3
87,17,9,17
88,8,8,8
89,3,3,3
90,11,2,11
91,30,14,30
92,14,12,14
93,3,3,3
94,25,11,25
95,1,1,1
96,11,3,11
97,10,9,10
98,10,10,10
99,3,3,3
