,times_prey_known,times_pred_known,time_steps
0,13,12,13
1,25,25,25
2,2,2,2
3,12,7,12
4,17,9,17
5,8,8,8
6,6,6,6
7,28,18,28
8,15,15,15
9,29,14,29
10,10,10,10
11,3,1,3
12,22,8,22
13,3,3,3
14,15,10,15
15,2,2,2
16,5,5,5
17,16,6,16
18,4,2,4
19,4,4,4
20,3,3,3
21,11,8,11
22,19,16,19
23,7,7,7
24,12,4,12
25,28,24,28
26,13,13,13
27,16,10,16
28,8,8,8
29,20,8,20
30,12,12,12
31,14,1,14
32,21,9,21
33,27,27,27
34,22,19,22
35,5,5,5
36,22,10,22
37,27,16,27
38,20,7,20
39,13,13,13
40,9,9,9
41,3,3,3
42,18,17,18
43,8,8,8
44,20,8,20
45,20,9,20
46,11,8,11
47,13,12,13
48,8,1,8
49,7,7,7
50,18,16,18
51,14,8,14
52,9,8,9
53,1,1,1
54,14,8,14
55,11,3,11
56,11,11,11
57,18,17,18
58,12,2,12
59,25,13,25
60,4,4,4
61,13,8,13
62,16,13,16
63,13,3,13
64,8,3,8
65,3,3,3
66,3,3,3
67,6,4,6
68,19,18,19
69,9,7,9
70,1,1,1
71,21,13,21
72,10,9,10
73,18,17,18
74,8,4,8
75,1,1,1
76,3,3,3
77,3,3,3
78,17,16,17
79,13,12,13
80,7,3,7
81,18,6,18
82,14,3,14
83,3,1,3
84,14,9,14
85,8,5,8
86,18,10,18
87,1,1,1
88,17,17,17
89,7,7,7
90,15,15,15
91,16,7,16
92,11,11,11
93,5,5,5
94,4,4,4
95,12,3,12
96,3,3,3
97,14,14,14
98,21,15,21
99,3,3,3
