,times_prey_known,times_pred_known,time_steps
0,4,11,11
1,0,17,17
2,8,17,17
3,1,4,4
4,3,71,71
5,1,7,7
6,3,50,50
7,3,14,14
8,0,18,18
9,6,35,35
10,4,26,26
11,3,38,38
12,3,15,15
13,1,8,8
14,0,15,15
15,6,17,17
16,0,2,2
17,3,71,71
18,5,62,62
19,0,26,26
20,0,3,3
21,2,29,29
22,1,1,1
23,0,10,10
24,4,28,28
25,7,26,26
26,2,7,7
27,1,21,21
28,0,6,6
29,0,21,21
30,0,3,3
31,0,17,17
32,1,10,10
33,1,40,40
34,3,17,17
35,1,13,13
36,1,3,3
37,0,7,7
38,4,45,45
39,0,25,25
40,3,15,15
41,1,12,12
42,3,15,15
43,2,29,29
44,4,42,42
45,6,16,16
46,2,46,46
47,0,8,8
48,7,46,46
49,1,2,2
50,4,27,27
51,1,2,2
52,3,17,17
53,2,20,20
54,7,12,12
55,1,11,11
56,1,4,4
57,3,16,16
58,3,18,18
59,0,6,6
60,1,46,46
61,3,27,27
62,0,6,6
63,1,5,5
64,0,30,30
65,2,40,40
66,0,13,13
67,2,16,16
68,3,20,20
69,4,20,20
70,4,29,29
71,3,67,67
72,4,24,24
73,1,24,24
74,0,23,23
75,1,17,17
76,1,5,5
77,1,15,15
78,4,13,13
79,1,13,13
80,3,27,27
81,2,54,54
82,3,26,26
83,0,16,16
84,1,1,1
85,4,24,24
86,3,30,30
87,0,21,21
88,3,41,41
89,1,18,18
90,2,11,11
91,6,15,15
92,1,18,18
93,0,19,19
94,1,6,6
95,2,11,11
96,0,18,18
97,5,22,22
98,2,20,20
99,1,21,21
