,times_prey_known,times_pred_known,time_steps
0,0,4,31
1,0,2,20
2,0,2,4
3,0,3,4
4,0,4,25
5,0,2,2
6,1,3,36
7,0,5,22
8,0,2,8
9,0,4,17
10,0,4,32
11,0,2,13
12,0,5,8
13,0,1,19
14,0,1,3
15,0,2,5
16,0,1,23
17,0,2,8
18,0,2,17
19,0,3,11
20,0,1,10
21,0,2,8
22,0,5,13
23,0,1,3
24,0,2,44
25,0,3,9
26,0,2,2
27,0,1,13
28,2,2,9
29,0,2,4
30,0,2,8
31,0,1,21
32,0,3,13
33,0,7,41
34,0,4,29
35,0,2,20
36,0,4,21
37,1,3,23
38,0,3,14
39,0,1,24
40,0,2,10
41,1,2,15
42,0,3,7
43,0,4,18
44,0,1,13
45,0,2,18
46,0,1,5
47,0,1,3
48,0,5,30
49,0,8,59
50,0,7,23
51,0,3,20
52,0,2,8
53,4,2,19
54,1,2,12
55,0,3,19
56,0,3,7
57,0,3,3
58,0,3,18
59,0,2,3
60,0,3,10
61,0,2,10
62,0,3,8
63,0,3,13
64,0,2,13
65,1,2,15
66,0,4,10
67,0,4,10
68,0,5,28
69,0,3,26
70,0,1,7
71,0,1,1
72,0,4,7
73,0,1,5
74,0,2,5
75,4,1,14
76,0,3,16
77,0,2,17
78,0,3,6
79,0,2,24
80,0,4,27
81,1,2,16
82,0,4,27
83,0,3,11
84,0,5,14
85,0,4,28
86,0,2,12
87,0,1,9
88,0,7,39
89,0,2,5
90,1,3,8
91,0,3,12
92,0,7,47
93,0,3,7
94,0,3,15
95,0,2,17
96,0,2,9
97,0,1,5
98,1,3,24
99,0,5,48
