,times_prey_known,times_pred_known,time_steps
0,0,1,2
1,0,1,14
2,0,4,18
3,0,1,21
4,0,7,39
5,1,2,7
6,0,3,17
7,0,2,5
8,0,3,7
9,0,1,1
10,0,5,27
11,0,3,17
12,0,2,22
13,0,2,4
14,0,2,21
15,0,1,4
16,0,1,11
17,0,3,12
18,0,3,12
19,0,4,11
20,0,5,29
21,0,3,10
22,0,3,36
23,0,2,3
24,0,4,25
25,0,4,26
26,1,2,3
27,0,3,9
28,0,3,19
29,0,1,8
30,0,3,17
31,0,3,15
32,0,3,4
33,0,1,1
34,0,2,24
35,0,3,6
36,1,3,14
37,0,1,21
38,1,1,4
39,1,3,20
40,0,4,17
41,0,2,4
42,1,2,19
43,0,3,13
44,1,3,18
45,0,3,21
46,0,2,2
47,0,3,9
48,0,2,3
49,0,1,3
50,0,2,3
51,0,1,10
52,0,3,11
53,0,3,16
54,0,2,20
55,0,2,15
56,0,5,19
57,0,5,16
58,0,2,7
59,0,3,24
60,0,1,10
61,0,2,11
62,1,2,12
63,0,4,26
64,0,1,26
65,0,2,7
66,0,2,14
67,1,3,39
68,0,3,5
69,0,4,16
70,0,2,4
71,0,6,38
72,0,2,3
73,0,3,38
74,0,4,5
75,0,3,24
76,0,1,16
77,0,7,28
78,0,1,4
79,0,3,6
80,0,6,24
81,0,1,3
82,0,4,12
83,0,5,22
84,0,3,15
85,0,3,10
86,0,3,19
87,0,4,18
88,0,3,11
89,0,4,11
90,1,3,13
91,0,1,1
92,0,2,30
93,0,4,10
94,0,4,17
95,0,4,23
96,0,3,15
97,0,2,23
98,0,3,13
99,0,1,10
