,times_prey_known,times_pred_known,time_steps
0,2,3,7
1,0,5,14
2,0,3,4
3,0,2,8
4,0,4,11
5,0,1,1
6,0,3,16
7,0,2,19
8,0,1,3
9,0,3,34
10,0,2,22
11,0,2,29
12,0,2,6
13,0,5,28
14,1,3,14
15,0,2,2
16,0,3,17
17,0,1,2
18,0,3,7
19,0,1,12
20,0,4,20
21,0,3,13
22,0,6,45
23,0,3,13
24,0,1,5
25,1,4,20
26,0,1,23
27,0,1,1
28,0,2,10
29,0,6,23
30,0,3,9
31,0,3,17
32,0,5,23
33,3,5,25
34,0,2,8
35,0,1,17
36,0,2,4
37,0,3,7
38,0,2,26
39,1,1,4
40,0,2,6
41,0,3,11
42,0,2,24
43,0,3,10
44,0,3,12
45,0,1,15
46,0,3,13
47,1,7,19
48,0,1,7
49,0,3,9
50,0,4,19
51,0,4,23
52,0,5,20
53,0,3,25
54,0,6,39
55,0,2,6
56,0,4,13
57,0,3,19
58,0,1,5
59,0,1,3
60,0,1,5
61,1,2,4
62,0,2,5
63,0,3,15
64,0,5,26
65,0,1,1
66,0,1,17
67,0,1,4
68,0,2,20
69,0,2,21
70,0,2,7
71,0,3,12
72,0,2,10
73,0,2,2
74,0,2,10
75,0,1,5
76,0,2,29
77,0,1,17
78,0,1,15
79,0,1,7
80,1,3,18
81,0,2,7
82,0,3,3
83,0,1,5
84,0,7,26
85,3,10,28
86,0,2,8
87,1,2,13
88,0,2,15
89,0,3,4
90,0,3,8
91,0,3,10
92,0,1,2
93,0,3,16
94,1,3,15
95,0,2,11
96,0,4,18
97,0,2,10
98,0,3,5
99,0,3,10
