,times_prey_known,times_pred_known,time_steps
0,0,5,18
1,0,7,19
2,1,3,3
3,1,45,48
4,0,1,15
5,1,2,3
6,0,4,6
7,1,35,45
8,1,77,81
9,0,37,38
10,0,33,43
11,0,8,17
12,0,33,33
13,1,30,30
14,2,27,27
15,0,25,31
16,0,5,5
17,0,6,21
18,1,32,33
19,0,8,10
20,1,12,13
21,1,9,12
22,1,19,30
23,0,13,15
24,2,16,19
25,0,1,14
26,0,17,17
27,1,1,1
28,0,6,7
29,1,9,14
30,1,8,8
31,0,8,10
32,1,8,9
33,0,3,5
34,0,8,20
35,1,7,7
36,0,3,13
37,1,38,48
38,1,11,11
39,0,62,76
40,1,10,21
41,0,4,13
42,1,19,24
43,0,5,15
44,1,11,16
45,1,8,12
46,1,10,10
47,0,4,15
48,0,65,74
49,0,7,7
50,0,15,22
51,0,10,20
52,1,1,1
53,0,5,5
54,0,9,19
55,0,8,9
56,0,2,4
57,1,37,54
58,1,18,18
59,0,4,15
60,1,1,2
61,0,2,13
62,1,5,6
63,0,2,4
64,2,23,23
65,0,20,29
66,0,1,12
67,0,2,2
68,0,4,17
69,1,10,22
70,0,7,11
71,0,3,3
72,0,4,4
73,0,11,11
74,2,20,21
75,1,2,14
76,0,5,8
77,0,40,50
78,1,2,4
79,1,21,22
80,0,4,18
81,0,22,26
82,4,9,20
83,0,6,8
84,0,4,4
85,1,12,12
86,1,19,31
87,1,13,13
88,0,19,27
89,1,34,35
90,2,23,23
91,1,17,29
92,1,10,12
93,0,13,14
94,0,1,13
95,1,28,28
96,0,10,21
97,2,38,40
98,2,34,38
99,0,6,22
