,times_prey_known,times_pred_known,time_steps
0,1,19,19
1,1,16,20
2,0,4,13
3,0,2,2
4,1,17,17
5,0,24,34
6,2,4,4
7,1,18,18
8,2,6,15
9,1,19,27
10,0,13,26
11,1,12,18
12,2,12,12
13,1,13,27
14,1,16,18
15,0,5,17
16,0,4,17
17,1,4,6
18,1,25,41
19,0,16,26
20,0,2,13
21,0,6,19
22,0,17,27
23,1,18,28
24,0,9,9
25,0,9,22
26,1,9,9
27,2,21,29
28,1,1,1
29,0,23,23
30,1,9,10
31,0,11,11
32,0,6,8
33,1,4,10
34,2,13,23
35,1,3,4
36,1,15,15
37,1,23,30
38,3,10,17
39,0,10,13
40,1,16,16
41,1,1,4
42,0,9,17
43,1,1,14
44,2,4,18
45,0,2,12
46,1,24,31
47,1,23,24
48,0,17,27
49,0,2,12
50,1,9,9
51,1,10,10
52,3,17,17
53,1,1,1
54,1,24,29
55,2,20,29
56,0,4,14
57,1,7,9
58,1,1,1
59,1,1,11
60,0,4,16
61,0,6,7
62,1,7,20
63,0,3,6
64,0,10,18
65,0,5,14
66,0,11,15
67,0,6,17
68,0,20,21
69,0,3,3
70,1,4,9
71,0,3,3
72,1,30,30
73,1,38,41
74,1,82,84
75,1,3,12
76,0,1,14
77,1,94,106
78,1,2,2
79,0,9,11
80,0,53,53
81,0,9,9
82,1,7,20
83,0,21,23
84,0,11,23
85,0,19,20
86,2,26,37
87,1,16,27
88,1,2,2
89,1,5,5
90,1,10,10
91,0,3,8
92,1,11,22
93,2,31,34
94,0,23,28
95,2,3,3
96,0,6,6
97,1,2,2
98,1,12,19
99,0,14,16
