,times_prey_known,times_pred_known,time_steps
0,0,3,17
1,1,20,20
2,1,27,36
3,0,22,22
4,0,10,26
5,0,3,4
6,1,20,29
7,4,23,26
8,1,6,16
9,1,24,24
10,0,1,14
11,0,46,53
12,0,34,35
13,0,2,17
14,1,8,21
15,0,7,9
16,0,37,39
17,1,5,6
18,0,3,16
19,0,6,22
20,0,4,15
21,1,10,10
22,3,16,16
23,1,13,24
24,0,39,48
25,0,5,18
26,0,25,31
27,0,13,19
28,0,1,1
29,0,12,15
30,0,4,4
31,1,60,62
32,0,37,52
33,1,2,2
34,1,38,42
35,1,14,14
36,0,5,16
37,0,2,2
38,3,23,35
39,0,1,2
40,0,3,3
41,0,33,49
42,0,18,20
43,0,4,16
44,1,11,11
45,0,24,40
46,1,1,16
47,0,26,36
48,1,22,22
49,0,10,31
50,1,13,13
51,0,28,28
52,1,11,11
53,0,26,27
54,0,16,29
55,0,2,14
56,0,2,14
57,1,7,7
58,1,10,16
59,1,18,25
60,0,11,11
61,1,52,53
62,1,6,11
63,1,3,14
64,0,5,5
65,0,7,7
66,0,6,18
67,3,53,55
68,0,1,1
69,1,25,25
70,1,24,28
71,1,5,7
72,1,15,15
73,1,19,19
74,2,16,20
75,1,16,23
76,0,8,18
77,0,20,20
78,1,2,3
79,0,7,13
80,0,4,6
81,0,16,25
82,3,17,24
83,2,15,19
84,2,4,4
85,3,19,33
86,0,14,14
87,0,12,21
88,1,15,26
89,1,13,13
90,1,15,25
91,1,23,23
92,1,1,1
93,1,19,21
94,0,2,4
95,1,1,16
96,3,17,21
97,2,27,38
98,3,29,29
99,0,25,34
