,times_prey_known,times_pred_known,time_steps
0,0,5,6
1,1,5,7
2,1,19,22
3,2,4,13
4,1,35,47
5,2,38,43
6,1,1,6
7,0,14,14
8,1,14,14
9,2,9,14
10,1,11,14
11,0,24,24
12,0,13,25
13,1,3,3
14,1,21,32
15,1,7,20
16,0,1,1
17,0,8,9
18,0,2,20
19,0,15,27
20,1,10,10
21,0,6,16
22,1,24,25
23,0,5,5
24,1,8,8
25,1,9,9
26,1,20,23
27,1,5,6
28,1,4,9
29,2,12,18
30,0,2,2
31,1,23,25
32,2,33,34
33,1,34,44
34,0,4,5
35,0,9,13
36,1,28,28
37,1,37,40
38,0,10,21
39,1,13,14
40,1,58,61
41,0,2,2
42,0,1,16
43,1,2,10
44,1,7,16
45,1,20,20
46,0,10,17
47,0,5,16
48,1,36,39
49,0,1,1
50,0,4,7
51,0,1,4
52,1,23,36
53,1,1,1
54,0,2,15
55,1,11,19
56,0,51,65
57,0,2,7
58,2,14,15
59,0,21,34
60,0,7,14
61,0,27,34
62,0,9,11
63,1,23,23
64,1,6,9
65,1,17,17
66,0,18,19
67,0,7,7
68,0,1,1
69,0,4,15
70,0,28,30
71,1,9,19
72,0,4,7
73,1,3,3
74,2,11,24
75,0,13,21
76,1,14,18
77,0,9,9
78,0,54,54
79,0,2,14
80,0,76,90
81,1,5,7
82,0,3,7
83,1,5,5
84,1,14,27
85,2,26,38
86,0,30,31
87,0,14,26
88,1,25,27
89,0,1,13
90,1,9,9
91,0,1,1
92,0,27,28
93,2,18,31
94,1,2,2
95,1,18,20
96,1,10,10
97,1,62,76
98,1,23,24
99,0,44,45
