,times_prey_known,times_pred_known,time_steps
0,0,17,17
1,1,46,49
2,0,11,11
3,1,1,5
4,1,47,51
5,0,21,22
6,0,2,10
7,1,8,8
8,0,7,25
9,0,6,6
10,0,11,24
11,0,15,15
12,3,19,27
13,0,26,26
14,2,9,22
15,1,14,14
16,0,1,1
17,1,10,21
18,0,18,26
19,1,15,19
20,1,1,12
21,0,28,40
22,0,1,1
23,0,14,14
24,1,29,30
25,0,2,11
26,1,12,14
27,0,1,1
28,0,19,32
29,1,21,33
30,0,49,61
31,1,8,18
32,0,1,13
33,0,1,14
34,0,16,16
35,1,11,15
36,1,3,9
37,0,37,48
38,1,11,11
39,1,28,30
40,1,22,22
41,0,11,18
42,1,5,8
43,0,3,3
44,1,38,39
45,0,15,22
46,1,8,15
47,1,13,13
48,0,10,22
49,0,6,8
50,0,2,2
51,2,22,33
52,1,66,67
53,1,1,10
54,0,10,22
55,1,32,34
56,0,14,15
57,1,32,45
58,1,63,78
59,1,16,25
60,0,1,1
61,1,24,34
62,1,10,10
63,0,4,4
64,1,4,4
65,2,28,40
66,1,28,31
67,1,29,42
68,1,14,26
69,0,19,28
70,1,10,10
71,0,4,18
72,1,15,25
73,0,50,55
74,0,40,42
75,1,7,7
76,2,28,38
77,0,12,26
78,0,14,14
79,0,2,16
80,0,1,1
81,0,17,33
82,1,16,23
83,1,3,5
84,0,23,24
85,1,14,28
86,0,2,3
87,1,3,17
88,0,1,14
89,0,12,15
90,1,32,34
91,0,17,28
92,0,1,8
93,1,11,11
94,1,48,50
95,0,1,15
96,0,15,25
97,1,16,20
98,0,10,24
99,0,12,20
