,times_prey_known,times_pred_known,time_steps
0,0,9,19
1,0,5,7
2,0,2,3
3,0,2,8
4,1,5,8
5,0,1,14
6,1,3,3
7,1,9,14
8,2,5,19
9,0,2,13
10,0,11,21
11,0,6,9
12,2,3,10
13,0,2,11
14,0,3,7
15,1,45,45
16,0,1,1
17,0,3,4
18,0,1,1
19,0,3,3
20,0,2,15
21,1,1,15
22,0,4,15
23,0,3,14
24,0,2,2
25,0,4,8
26,0,2,2
27,0,3,18
28,1,2,12
29,0,1,12
30,0,7,7
31,0,2,15
32,0,8,20
33,0,3,15
34,1,3,14
35,0,1,1
36,0,3,7
37,0,7,20
38,0,5,16
39,0,3,17
40,0,1,12
41,0,2,8
42,1,4,6
43,2,13,24
44,0,9,18
45,0,4,10
46,0,2,14
47,0,2,16
48,0,3,16
49,3,2,13
50,1,2,12
51,0,1,12
52,1,1,4
53,0,3,3
54,1,15,15
55,0,2,14
56,0,2,16
57,0,2,8
58,1,1,1
59,0,1,1
60,0,5,17
61,0,7,18
62,0,8,22
63,0,11,11
64,0,6,20
65,1,10,20
66,0,12,21
67,0,5,14
68,0,1,3
69,1,5,13
70,0,4,8
71,0,2,5
72,0,3,15
73,0,2,13
74,0,3,13
75,0,7,19
76,0,1,6
77,0,4,14
78,0,3,14
79,1,8,8
80,0,4,13
81,1,1,9
82,0,2,6
83,0,2,13
84,0,1,13
85,0,3,9
86,0,2,6
87,1,8,16
88,1,5,5
89,0,15,26
90,1,2,19
91,0,1,6
92,0,3,4
93,1,3,5
94,0,10,23
95,1,6,9
96,0,11,20
97,0,8,19
98,0,7,19
99,0,1,13
