,times_prey_known,times_pred_known,time_steps
0,1,3,7
1,1,5,5
2,0,2,2
3,0,7,19
4,0,3,7
5,0,2,3
6,2,1,16
7,0,5,14
8,0,1,3
9,0,6,12
10,1,3,17
11,1,2,9
12,0,13,25
13,0,2,4
14,0,1,12
15,0,13,22
16,0,1,15
17,0,3,13
18,1,3,3
19,0,2,2
20,4,9,22
21,0,3,15
22,0,2,13
23,0,4,17
24,0,6,22
25,1,2,2
26,0,7,17
27,0,2,11
28,0,2,12
29,0,6,15
30,1,17,18
31,0,2,8
32,0,8,21
33,0,3,13
34,0,3,16
35,0,1,14
36,0,2,2
37,0,9,18
38,0,1,19
39,0,1,10
40,0,1,14
41,1,7,17
42,1,9,12
43,0,5,18
44,0,5,19
45,0,4,6
46,1,1,11
47,0,2,14
48,0,1,13
49,0,6,14
50,0,7,8
51,0,1,5
52,1,2,10
53,1,10,10
54,0,2,6
55,0,3,15
56,2,5,15
57,1,9,20
58,0,3,3
59,0,13,21
60,1,2,13
61,1,7,9
62,0,2,5
63,1,2,6
64,0,1,10
65,1,3,12
66,1,15,17
67,1,1,11
68,0,3,11
69,1,3,12
70,1,4,6
71,0,4,8
72,0,6,22
73,1,2,13
74,0,2,2
75,0,2,14
76,0,4,5
77,0,4,17
78,1,1,2
79,0,2,7
80,0,1,4
81,0,1,1
82,0,1,14
83,1,7,7
84,1,3,10
85,0,7,18
86,0,1,1
87,0,2,18
88,0,11,11
89,2,7,14
90,0,3,13
91,0,13,24
92,0,10,21
93,0,2,12
94,0,2,13
95,2,1,10
96,3,6,9
97,0,5,24
98,1,5,13
99,0,1,14
