,times_prey_known,times_pred_known,time_steps
0,0,4,11
1,1,2,4
2,0,1,16
3,1,14,19
4,0,2,2
5,1,1,1
6,0,1,4
7,1,3,16
8,3,1,9
9,1,12,19
10,0,3,11
11,0,14,25
12,0,5,13
13,0,4,15
14,0,2,9
15,0,17,27
16,1,5,23
17,0,2,15
18,0,8,21
19,0,2,16
20,0,3,13
21,1,2,6
22,1,1,1
23,1,8,15
24,0,2,18
25,0,2,13
26,1,3,12
27,1,25,35
28,0,2,12
29,0,2,14
30,1,7,21
31,1,1,11
32,1,2,13
33,0,2,18
34,1,2,2
35,0,3,14
36,1,6,8
37,0,17,30
38,2,12,12
39,1,1,4
40,0,1,12
41,0,2,12
42,0,1,11
43,0,2,3
44,1,4,7
45,0,6,18
46,1,1,1
47,1,8,8
48,1,4,4
49,0,4,15
50,1,6,13
51,0,1,3
52,0,4,19
53,1,1,15
54,0,10,19
55,0,9,17
56,0,1,10
57,0,5,19
58,0,1,14
59,1,2,15
60,0,1,17
61,1,2,4
62,0,6,18
63,0,1,3
64,0,10,13
65,1,6,13
66,1,4,15
67,0,13,25
68,2,6,14
69,0,1,12
70,0,8,19
71,0,4,16
72,0,2,18
73,0,5,12
74,0,6,10
75,0,11,22
76,0,2,7
77,1,5,13
78,1,1,9
79,0,1,15
80,1,1,1
81,1,1,10
82,0,2,9
83,0,1,17
84,0,6,18
85,0,3,20
86,1,6,7
87,1,2,4
88,0,2,4
89,1,5,16
90,2,5,15
91,0,3,14
92,0,2,18
93,0,4,4
94,0,2,2
95,0,2,16
96,1,5,5
97,1,1,18
98,0,6,22
99,1,6,8
