,times_prey_known,times_pred_known,time_steps
0,0,8,17
1,1,1,6
2,0,1,7
3,0,4,15
4,0,2,15
5,0,1,1
6,1,1,2
7,1,4,16
8,0,1,3
9,0,9,19
10,3,4,13
11,1,1,13
12,1,1,1
13,0,13,21
14,0,6,21
15,1,4,7
16,0,2,4
17,0,21,35
18,1,4,15
19,0,3,12
20,0,4,8
21,1,4,14
22,1,1,2
23,1,2,2
24,0,1,8
25,0,3,3
26,0,7,18
27,0,4,14
28,1,1,1
29,0,2,14
30,1,1,9
31,0,18,28
32,0,3,13
33,0,7,19
34,1,6,7
35,1,1,1
36,0,2,3
37,0,13,15
38,1,8,22
39,0,6,13
40,0,6,16
41,0,4,17
42,1,2,3
43,0,11,12
44,0,2,19
45,1,3,16
46,0,9,17
47,0,4,16
48,0,2,19
49,0,4,14
50,0,4,4
51,0,1,14
52,0,1,11
53,0,2,15
54,0,4,16
55,0,4,17
56,0,8,19
57,1,7,14
58,0,6,19
59,1,1,5
60,0,4,4
61,0,6,19
62,0,3,11
63,0,8,17
64,2,3,18
65,0,4,17
66,0,3,13
67,1,2,13
68,0,1,15
69,1,4,10
70,0,2,12
71,0,3,16
72,0,12,23
73,0,1,17
74,0,4,16
75,0,2,10
76,1,1,1
77,0,3,15
78,1,3,11
79,1,1,1
80,0,1,13
81,0,1,12
82,0,1,5
83,0,6,15
84,0,12,23
85,1,1,14
86,0,3,21
87,1,6,14
88,2,2,9
89,1,1,7
90,0,3,14
91,0,9,20
92,0,2,3
93,0,12,12
94,0,7,18
95,1,4,4
96,0,1,9
97,0,2,15
98,0,1,15
99,0,5,6
