,times_prey_known,times_pred_known,time_steps
0,1,11,11
1,1,4,17
2,0,1,16
3,0,11,23
4,1,6,6
5,0,3,3
6,1,4,4
7,0,1,4
8,1,4,4
9,0,3,11
10,1,8,8
11,3,9,17
12,1,4,14
13,1,2,2
14,2,5,11
15,0,1,13
16,0,1,14
17,0,2,16
18,0,7,20
19,0,3,17
20,2,2,12
21,0,2,13
22,0,7,16
23,0,3,15
24,1,3,16
25,0,3,12
26,1,7,11
27,0,7,7
28,0,1,6
29,1,1,16
30,0,7,11
31,0,1,15
32,0,1,12
33,0,3,12
34,0,5,16
35,2,5,12
36,0,6,19
37,0,3,13
38,0,13,23
39,0,7,18
40,1,11,12
41,0,2,13
42,0,2,2
43,0,2,16
44,0,4,13
45,1,3,16
46,1,4,5
47,0,4,16
48,0,1,11
49,1,8,10
50,1,2,13
51,0,6,14
52,1,4,7
53,0,13,25
54,0,11,20
55,0,4,25
56,0,6,17
57,0,2,12
58,2,7,14
59,1,17,26
60,0,12,14
61,0,1,15
62,1,7,15
63,0,4,5
64,0,1,10
65,1,1,1
66,1,2,9
67,1,3,13
68,1,8,20
69,1,2,14
70,0,1,14
71,1,1,4
72,0,2,13
73,1,4,11
74,0,1,4
75,1,1,4
76,0,7,22
77,0,7,16
78,0,2,2
79,0,1,13
80,1,2,6
81,0,10,12
82,1,1,10
83,0,6,17
84,1,1,14
85,1,4,15
86,0,9,21
87,0,10,20
88,2,4,4
89,0,1,6
90,1,10,10
91,1,1,1
92,0,2,8
93,0,4,19
94,1,3,17
95,0,4,23
96,0,1,13
97,0,2,13
98,1,9,22
99,0,3,14
