,times_prey_known,times_pred_known,time_steps
0,1,1,1
1,0,9,22
2,0,3,15
3,0,8,20
4,1,2,12
5,0,1,13
6,0,3,15
7,0,1,2
8,0,6,13
9,0,4,4
10,1,2,3
11,0,1,1
12,1,2,11
13,0,2,2
14,0,7,19
15,0,1,4
16,0,2,15
17,0,3,8
18,0,2,10
19,0,8,8
20,0,9,24
21,0,6,20
22,1,7,7
23,1,1,12
24,0,4,18
25,0,2,14
26,0,13,16
27,1,5,5
28,0,6,19
29,0,2,18
30,0,5,9
31,1,8,10
32,1,1,13
33,0,5,16
34,0,8,21
35,0,6,16
36,0,4,5
37,1,6,6
38,1,1,3
39,0,4,6
40,0,1,6
41,1,5,8
42,0,1,9
43,0,3,13
44,1,5,17
45,1,3,3
46,0,7,17
47,0,2,10
48,0,12,26
49,1,7,12
50,1,2,13
51,0,13,23
52,0,3,4
53,0,13,20
54,0,9,21
55,1,11,22
56,1,3,3
57,0,3,16
58,1,5,5
59,2,6,17
60,2,9,12
61,0,2,7
62,1,10,13
63,0,1,12
64,0,8,20
65,1,2,2
66,0,2,4
67,0,4,4
68,1,2,12
69,1,4,16
70,0,18,29
71,0,7,13
72,4,7,15
73,0,9,20
74,1,1,2
75,1,1,10
76,0,4,15
77,0,16,27
78,0,2,12
79,1,2,17
80,1,3,18
81,0,6,21
82,0,6,6
83,0,3,15
84,0,1,11
85,0,8,12
86,1,4,10
87,2,3,9
88,0,1,4
89,0,5,5
90,0,8,21
91,0,2,2
92,0,2,13
93,0,2,14
94,0,2,5
95,1,9,9
96,2,1,13
97,0,4,19
98,4,5,5
99,0,1,13
