,times_prey_known,times_pred_known,time_steps
0,0,1,8
1,2,6,19
2,1,5,13
3,0,1,12
4,0,10,28
5,1,4,11
6,1,5,5
7,0,2,10
8,1,4,18
9,1,1,1
10,0,4,15
11,0,1,5
12,0,4,17
13,1,2,2
14,1,2,17
15,0,7,21
16,0,7,18
17,0,8,21
18,0,8,20
19,0,5,19
20,0,2,13
21,1,2,12
22,0,2,16
23,0,4,13
24,0,2,2
25,0,1,3
26,0,2,13
27,1,6,6
28,0,1,16
29,0,13,25
30,1,1,2
31,0,4,13
32,1,1,8
33,1,5,25
34,1,2,2
35,3,13,17
36,0,10,24
37,0,4,10
38,1,6,7
39,0,5,9
40,1,4,5
41,1,5,5
42,1,2,16
43,0,3,16
44,1,2,17
45,1,2,2
46,0,7,21
47,0,2,17
48,2,4,4
49,0,1,15
50,0,9,13
51,1,2,16
52,0,4,14
53,0,8,18
54,0,3,18
55,0,1,8
56,0,9,13
57,0,1,7
58,1,4,4
59,1,2,14
60,0,7,12
61,0,2,13
62,0,2,2
63,0,9,21
64,0,2,6
65,0,1,6
66,0,3,3
67,1,2,11
68,0,3,14
69,0,2,15
70,0,5,22
71,0,9,14
72,0,7,18
73,0,6,24
74,0,7,21
75,0,2,10
76,0,1,8
77,0,2,13
78,0,3,16
79,1,3,13
80,0,7,20
81,1,2,13
82,0,4,18
83,0,5,23
84,0,3,12
85,0,1,14
86,1,3,11
87,0,6,17
88,1,2,6
89,0,2,13
90,1,4,14
91,1,3,16
92,1,3,13
93,0,5,15
94,1,3,3
95,0,1,8
96,0,6,6
97,2,3,12
98,1,6,12
99,0,7,24
