,times_prey_known,times_pred_known,time_steps
0,0,5,16
1,0,7,19
2,0,7,20
3,0,4,6
4,0,5,18
5,0,6,6
6,0,10,22
7,0,1,2
8,0,2,2
9,1,2,17
10,0,1,1
11,0,10,20
12,0,4,6
13,0,3,13
14,0,6,19
15,1,1,2
16,0,9,21
17,2,11,22
18,0,3,14
19,0,1,1
20,0,7,9
21,0,2,7
22,0,8,19
23,0,2,23
24,2,4,12
25,1,10,13
26,0,1,14
27,0,1,10
28,0,1,16
29,2,12,14
30,1,1,14
31,0,4,17
32,1,2,4
33,0,4,16
34,0,2,11
35,0,8,16
36,0,2,10
37,0,5,20
38,0,3,15
39,0,5,7
40,0,2,6
41,0,3,3
42,1,9,12
43,0,4,18
44,0,1,4
45,0,2,12
46,1,5,7
47,1,3,3
48,0,1,1
49,2,2,8
50,0,2,13
51,0,14,23
52,1,9,14
53,1,14,30
54,0,5,5
55,0,3,13
56,1,2,3
57,1,2,13
58,0,1,1
59,1,2,15
60,0,1,12
61,1,4,4
62,0,3,3
63,0,2,3
64,0,10,26
65,1,3,3
66,0,13,13
67,0,2,14
68,0,4,14
69,3,12,18
70,0,1,14
71,0,3,15
72,0,2,15
73,0,3,20
74,0,13,21
75,0,2,12
76,0,2,2
77,1,2,12
78,0,7,18
79,0,12,17
80,0,1,12
81,0,5,16
82,0,1,12
83,1,6,9
84,0,2,13
85,0,8,8
86,0,2,14
87,0,4,17
88,0,1,1
89,0,2,14
90,0,4,17
91,1,2,19
92,0,1,2
93,0,2,14
94,0,1,14
95,0,2,13
96,0,5,19
97,1,8,15
98,0,2,14
99,0,23,33
