,times_prey_known,times_pred_known,time_steps
0,0,3,8
1,0,4,9
2,0,14,27
3,0,2,14
4,1,6,12
5,0,2,11
6,1,3,11
7,0,6,20
8,0,2,14
9,1,6,8
10,0,2,14
11,1,9,9
12,0,1,1
13,0,8,27
14,0,3,13
15,0,7,17
16,0,4,5
17,3,3,17
18,1,4,12
19,0,1,17
20,0,6,18
21,0,1,4
22,1,6,15
23,0,2,13
24,2,1,14
25,0,7,16
26,0,3,12
27,1,1,3
28,0,1,14
29,1,10,13
30,0,2,13
31,0,2,15
32,0,5,5
33,0,5,16
34,0,3,17
35,0,1,12
36,0,4,16
37,0,2,2
38,0,6,15
39,0,5,18
40,0,1,3
41,0,11,27
42,0,6,19
43,0,5,17
44,0,7,19
45,0,3,10
46,0,8,24
47,0,2,15
48,1,13,13
49,0,5,10
50,0,1,15
51,1,6,19
52,1,11,15
53,0,4,17
54,0,3,16
55,0,2,14
56,1,7,9
57,0,3,9
58,0,8,8
59,0,5,15
60,2,4,14
61,1,11,14
62,1,5,6
63,0,5,5
64,0,8,19
65,0,2,6
66,0,3,9
67,2,1,14
68,0,5,18
69,0,4,18
70,1,10,16
71,1,7,14
72,0,4,17
73,0,8,22
74,0,4,8
75,1,6,11
76,2,1,5
77,0,16,31
78,0,3,10
79,1,9,19
80,0,1,14
81,0,3,3
82,0,4,10
83,0,11,11
84,0,2,15
85,1,1,9
86,1,1,9
87,0,3,18
88,0,6,16
89,0,4,9
90,0,1,1
91,0,2,14
92,0,4,18
93,0,1,15
94,0,6,19
95,1,6,15
96,0,1,11
97,0,4,4
98,0,4,18
99,1,2,15
