,times_prey_known,times_pred_known,time_steps
0,0,6,18
1,0,2,12
2,0,11,24
3,1,1,1
4,1,4,4
5,0,1,13
6,1,10,10
7,1,5,6
8,0,2,11
9,1,1,5
10,0,3,14
11,0,3,17
12,0,4,21
13,2,11,15
14,0,8,21
15,0,2,16
16,0,9,18
17,1,2,16
18,2,8,8
19,0,3,15
20,1,2,9
21,0,3,20
22,1,1,8
23,1,1,1
24,0,2,2
25,1,15,15
26,2,4,19
27,0,7,19
28,1,6,17
29,1,1,10
30,0,3,12
31,0,5,5
32,0,1,15
33,1,3,13
34,1,2,16
35,0,4,18
36,1,12,12
37,1,3,16
38,2,3,13
39,0,8,13
40,1,14,24
41,0,6,14
42,0,4,16
43,0,2,6
44,0,2,2
45,2,1,10
46,0,2,14
47,0,1,1
48,0,2,11
49,0,5,14
50,0,2,12
51,0,4,21
52,0,3,14
53,2,3,11
54,0,3,11
55,1,2,9
56,0,4,14
57,0,1,16
58,0,7,17
59,0,2,14
60,0,1,3
61,0,10,17
62,1,7,22
63,0,16,33
64,0,2,8
65,0,2,19
66,0,4,9
67,0,3,11
68,0,2,7
69,0,7,19
70,0,5,5
71,0,8,19
72,0,5,6
73,0,1,13
74,1,3,3
75,0,2,16
76,0,6,26
77,0,1,12
78,1,1,5
79,1,9,17
80,0,3,18
81,1,12,13
82,0,10,12
83,0,1,12
84,0,1,10
85,0,5,15
86,1,11,21
87,0,6,20
88,0,5,16
89,2,1,12
90,1,8,8
91,0,3,6
92,1,1,7
93,0,3,13
94,0,6,19
95,0,14,24
96,0,9,20
97,0,1,3
98,1,4,16
99,1,5,5
