,times_prey_known,times_pred_known,time_steps
0,1,14,23
1,3,5,23
2,0,1,12
3,0,1,15
4,1,3,3
5,0,3,8
6,1,8,8
7,0,11,22
8,0,1,15
9,0,3,3
10,0,2,3
11,0,3,19
12,2,5,13
13,1,15,24
14,0,6,12
15,0,2,14
16,1,14,16
17,0,3,14
18,0,4,7
19,0,3,6
20,0,1,13
21,1,1,1
22,0,8,18
23,0,8,20
24,0,1,4
25,0,4,18
26,1,1,11
27,1,3,4
28,0,4,15
29,0,2,12
30,0,4,4
31,0,1,13
32,1,5,5
33,1,2,2
34,0,4,18
35,0,2,11
36,0,7,18
37,1,3,9
38,1,15,15
39,0,5,16
40,0,4,4
41,0,2,14
42,1,3,8
43,0,9,20
44,0,7,9
45,0,1,13
46,1,7,12
47,0,2,9
48,0,8,15
49,1,3,16
50,0,3,3
51,0,8,15
52,1,1,13
53,0,3,5
54,1,4,4
55,1,5,12
56,0,1,2
57,0,1,12
58,0,4,4
59,2,4,16
60,0,4,16
61,0,1,14
62,1,4,15
63,0,3,15
64,1,7,10
65,0,5,20
66,0,7,19
67,0,8,23
68,1,5,5
69,0,1,11
70,0,4,13
71,0,2,12
72,0,5,16
73,0,2,14
74,1,3,3
75,0,1,4
76,0,7,17
77,0,23,35
78,0,5,15
79,1,1,3
80,1,2,3
81,0,5,20
82,0,10,20
83,1,3,10
84,0,2,13
85,0,2,14
86,0,4,4
87,0,1,4
88,1,6,11
89,0,1,15
90,0,2,2
91,1,2,2
92,0,4,12
93,0,20,31
94,1,4,17
95,1,7,19
96,0,6,20
97,0,7,17
98,1,9,17
99,0,14,24
