,times_prey_known,times_pred_known,time_steps
0,0,2,2
1,1,2,12
2,0,1,14
3,0,10,23
4,0,1,16
5,0,5,15
6,2,3,16
7,0,2,2
8,0,2,14
9,0,1,14
10,1,5,16
11,1,3,5
12,2,5,9
13,0,8,19
14,0,2,5
15,0,2,17
16,0,5,18
17,0,2,16
18,0,1,13
19,0,4,14
20,1,22,25
21,0,4,17
22,0,2,13
23,0,1,7
24,0,8,19
25,0,7,7
26,0,1,13
27,1,1,3
28,0,1,15
29,0,3,14
30,1,2,2
31,2,3,18
32,1,10,10
33,0,5,19
34,0,18,20
35,0,13,25
36,0,3,13
37,1,2,11
38,0,14,17
39,0,6,15
40,0,1,1
41,1,1,2
42,0,3,15
43,0,1,7
44,0,3,14
45,1,2,21
46,0,11,13
47,0,4,4
48,0,12,22
49,0,1,12
50,0,4,20
51,0,2,12
52,0,2,14
53,2,4,9
54,1,3,8
55,0,1,12
56,0,4,17
57,0,5,17
58,0,5,7
59,1,2,11
60,0,7,19
61,1,1,8
62,1,3,3
63,1,1,14
64,1,4,6
65,0,8,22
66,0,5,16
67,0,3,4
68,0,3,13
69,0,6,20
70,0,1,14
71,0,2,14
72,0,2,11
73,1,1,12
74,0,12,25
75,0,3,14
76,0,8,29
77,0,8,18
78,0,3,14
79,1,12,12
80,0,2,12
81,1,18,33
82,1,1,1
83,0,1,11
84,1,3,3
85,0,7,10
86,0,5,14
87,1,19,19
88,0,2,12
89,0,1,9
90,0,1,12
91,1,3,8
92,1,1,1
93,2,11,16
94,0,3,3
95,1,5,11
96,0,4,14
97,0,1,12
98,2,3,3
99,1,1,11
