,times_prey_known,times_pred_known,time_steps
0,0,7,19
1,0,17,18
2,0,3,6
3,0,6,9
4,0,4,17
5,0,2,12
6,1,1,10
7,1,1,1
8,1,6,7
9,0,7,19
10,0,15,23
11,0,4,4
12,1,3,6
13,1,7,23
14,1,1,13
15,1,3,13
16,1,4,4
17,0,1,8
18,0,2,2
19,0,8,23
20,0,2,17
21,2,2,12
22,1,1,1
23,1,15,16
24,0,4,16
25,1,13,18
26,1,2,11
27,0,2,14
28,0,3,14
29,0,6,17
30,0,6,19
31,0,3,13
32,1,2,2
33,0,3,17
34,0,1,14
35,0,5,16
36,0,12,23
37,0,2,15
38,0,2,14
39,1,9,20
40,0,6,23
41,1,1,1
42,0,8,16
43,0,3,18
44,0,11,20
45,0,2,13
46,0,2,11
47,0,3,13
48,0,5,5
49,0,6,6
50,0,9,22
51,0,4,21
52,0,3,20
53,0,2,9
54,1,1,3
55,0,1,9
56,1,6,7
57,0,4,13
58,0,9,21
59,0,5,10
60,3,2,21
61,2,7,20
62,0,3,8
63,0,2,16
64,1,3,3
65,0,4,14
66,0,8,18
67,0,3,18
68,1,1,2
69,1,5,11
70,1,1,5
71,0,1,14
72,1,2,14
73,0,4,4
74,0,4,20
75,1,6,17
76,0,1,10
77,0,1,16
78,0,7,19
79,0,3,14
80,0,2,15
81,0,5,19
82,0,2,5
83,3,15,26
84,0,1,11
85,0,5,5
86,0,1,1
87,1,16,20
88,0,6,19
89,0,6,16
90,0,1,12
91,1,5,5
92,0,4,8
93,0,2,13
94,0,9,10
95,0,2,15
96,0,5,11
97,0,6,20
98,1,3,14
99,0,4,15
