,times_prey_known,times_pred_known,time_steps
0,3,8,21
1,0,4,15
2,0,4,17
3,0,12,23
4,0,5,21
5,2,12,17
6,0,1,11
7,0,9,9
8,0,9,9
9,0,2,11
10,3,3,13
11,0,1,14
12,0,1,15
13,0,1,9
14,1,2,11
15,0,2,13
16,0,3,13
17,1,5,5
18,0,5,15
19,2,5,14
20,1,5,5
21,0,3,13
22,1,1,1
23,0,3,5
24,0,2,14
25,0,9,21
26,0,6,19
27,1,1,1
28,0,4,4
29,1,11,14
30,0,3,17
31,1,2,15
32,1,10,21
33,0,1,15
34,0,4,8
35,0,10,11
36,1,5,7
37,0,3,3
38,0,2,7
39,1,1,1
40,0,4,15
41,0,3,7
42,1,2,6
43,0,2,21
44,0,2,13
45,0,5,16
46,0,4,15
47,0,4,16
48,0,4,9
49,1,6,8
50,0,2,2
51,0,7,7
52,0,2,12
53,0,7,17
54,0,2,5
55,0,1,16
56,1,8,8
57,0,2,15
58,1,7,7
59,0,5,14
60,0,1,16
61,0,2,5
62,1,1,13
63,0,3,13
64,0,4,15
65,0,4,18
66,1,4,4
67,0,6,6
68,1,6,14
69,0,9,21
70,0,7,11
71,0,1,15
72,0,18,30
73,1,10,13
74,1,5,5
75,0,4,8
76,1,1,8
77,0,3,17
78,0,3,14
79,1,8,17
80,0,2,12
81,0,5,20
82,0,1,11
83,0,4,16
84,0,2,11
85,0,8,20
86,0,3,3
87,0,2,14
88,0,1,2
89,0,4,13
90,0,2,12
91,0,4,20
92,0,2,13
93,0,1,14
94,1,2,12
95,0,11,23
96,1,12,13
97,1,8,8
98,0,2,3
99,0,17,29
