,times_prey_known,times_pred_known,time_steps
0,1,5,17
1,1,15,19
2,0,4,14
3,0,24,31
4,0,8,8
5,1,2,12
6,1,6,15
7,0,1,8
8,0,4,14
9,0,1,6
10,0,2,13
11,0,2,13
12,0,1,10
13,0,10,25
14,1,1,1
15,0,9,20
16,0,11,11
17,0,1,1
18,3,1,12
19,1,3,11
20,0,1,7
21,0,1,10
22,1,1,1
23,0,7,11
24,0,4,9
25,0,5,14
26,0,1,11
27,0,2,15
28,0,1,8
29,0,4,14
30,1,3,5
31,2,6,16
32,0,6,16
33,1,2,9
34,0,1,15
35,0,4,15
36,0,2,14
37,1,6,18
38,1,1,10
39,0,9,17
40,0,2,15
41,1,1,1
42,0,18,18
43,0,5,9
44,0,7,20
45,0,6,17
46,1,17,18
47,0,4,4
48,0,2,12
49,0,1,13
50,0,1,12
51,1,9,15
52,0,4,15
53,0,4,20
54,2,3,16
55,2,16,16
56,0,2,3
57,0,4,17
58,0,4,13
59,1,2,16
60,0,8,15
61,0,2,15
62,1,13,14
63,0,3,14
64,0,5,15
65,1,16,16
66,1,4,13
67,1,4,12
68,0,2,2
69,1,2,17
70,0,1,13
71,0,1,7
72,0,3,17
73,0,2,17
74,1,10,11
75,0,1,8
76,0,1,5
77,0,2,2
78,1,2,12
79,0,2,14
80,1,1,4
81,0,2,13
82,1,27,33
83,1,5,5
84,1,2,2
85,0,1,12
86,1,2,2
87,1,1,8
88,0,1,15
89,0,1,4
90,1,1,1
91,0,8,13
92,0,2,6
93,0,2,15
94,2,3,4
95,0,1,11
96,2,8,10
97,1,1,12
98,0,12,23
99,0,1,15
