,times_prey_known,times_pred_known,time_steps
0,0,2,18
1,0,2,12
2,0,7,20
3,1,2,5
4,1,12,20
5,0,4,16
6,0,2,14
7,0,7,7
8,0,1,11
9,0,2,14
10,0,1,14
11,0,13,23
12,1,13,13
13,2,7,11
14,0,14,30
15,0,2,18
16,0,5,21
17,0,2,12
18,1,3,3
19,0,8,12
20,0,5,16
21,0,1,14
22,0,7,23
23,1,4,13
24,3,9,9
25,1,19,27
26,0,5,20
27,0,7,16
28,1,1,1
29,0,5,15
30,3,10,23
31,0,4,15
32,1,2,5
33,0,2,9
34,2,3,3
35,0,6,17
36,1,3,9
37,0,3,13
38,0,5,16
39,2,7,12
40,0,5,17
41,0,2,12
42,1,9,17
43,1,2,14
44,0,2,4
45,0,3,5
46,0,5,20
47,0,9,20
48,0,3,15
49,0,5,18
50,1,1,1
51,0,6,17
52,0,2,13
53,0,1,1
54,1,4,13
55,0,3,12
56,0,2,7
57,0,4,12
58,0,2,12
59,0,9,20
60,0,3,15
61,0,6,9
62,0,9,20
63,2,1,14
64,0,2,12
65,1,3,3
66,0,2,8
67,0,11,11
68,1,1,9
69,0,2,6
70,0,1,1
71,1,4,4
72,0,4,19
73,0,2,11
74,0,10,18
75,0,16,27
76,0,8,20
77,0,2,17
78,0,2,13
79,2,2,17
80,0,4,16
81,1,5,6
82,1,2,14
83,1,4,4
84,1,8,14
85,0,4,17
86,0,2,13
87,0,7,19
88,1,7,20
89,1,1,10
90,1,5,15
91,0,8,18
92,1,2,16
93,0,2,4
94,0,2,13
95,0,7,20
96,0,5,21
97,0,1,11
98,0,3,11
99,0,13,34
