,times_prey_known,times_pred_known,time_steps
0,1,5,15
1,1,1,12
2,1,1,9
3,1,5,8
4,0,1,11
5,0,1,12
6,1,1,1
7,0,3,15
8,2,1,12
9,0,1,16
10,0,3,3
11,0,4,15
12,0,4,14
13,1,1,12
14,1,11,15
15,0,3,12
16,0,11,25
17,0,2,11
18,1,1,1
19,1,4,14
20,0,8,20
21,0,12,24
22,0,5,17
23,0,8,21
24,0,13,20
25,0,2,16
26,0,4,18
27,0,2,13
28,0,2,14
29,0,3,12
30,0,3,3
31,0,2,5
32,1,7,8
33,1,5,11
34,2,1,13
35,0,3,3
36,1,3,7
37,0,1,14
38,0,10,25
39,0,2,15
40,1,3,3
41,0,6,18
42,0,5,20
43,2,1,12
44,0,2,2
45,0,1,11
46,1,8,11
47,0,2,12
48,0,12,21
49,2,1,15
50,0,4,18
51,0,5,15
52,0,3,13
53,1,4,5
54,1,12,21
55,1,2,6
56,1,3,6
57,1,11,20
58,0,2,14
59,0,1,1
60,0,2,2
61,1,2,16
62,0,3,8
63,0,16,26
64,0,3,8
65,0,5,16
66,0,2,13
67,0,3,15
68,1,1,11
69,1,6,6
70,0,4,17
71,1,4,4
72,1,1,2
73,0,6,19
74,1,7,7
75,0,1,10
76,0,4,7
77,0,1,2
78,0,4,4
79,0,2,2
80,0,5,18
81,0,3,18
82,0,1,10
83,0,2,15
84,1,3,14
85,0,1,8
86,1,4,13
87,0,11,20
88,0,1,13
89,1,6,14
90,3,6,12
91,0,14,27
92,1,32,35
93,1,4,15
94,0,23,33
95,0,7,17
96,0,4,15
97,0,1,1
98,0,6,7
99,1,3,3
