,times_prey_known,times_pred_known,time_steps
0,2,1,13
1,1,7,17
2,0,1,7
3,1,12,21
4,0,1,14
5,0,11,12
6,1,6,19
7,0,3,7
8,0,1,3
9,0,1,8
10,1,3,8
11,0,1,16
12,0,10,23
13,0,1,14
14,0,5,20
15,0,1,9
16,0,5,14
17,0,1,16
18,0,4,21
19,0,5,9
20,0,4,14
21,0,7,21
22,0,1,17
23,0,2,10
24,0,13,13
25,0,14,16
26,1,1,15
27,0,8,16
28,1,11,22
29,1,7,7
30,1,1,2
31,1,3,19
32,0,5,18
33,3,4,15
34,1,6,14
35,1,5,14
36,1,14,16
37,0,2,13
38,0,4,8
39,0,4,15
40,2,1,12
41,1,5,11
42,1,14,24
43,3,8,14
44,0,1,16
45,0,5,15
46,1,4,4
47,0,7,7
48,1,8,11
49,1,2,2
50,0,5,15
51,0,8,22
52,0,6,18
53,0,8,20
54,0,2,11
55,0,3,18
56,0,2,16
57,0,3,14
58,0,2,14
59,0,5,19
60,1,3,3
61,0,2,13
62,0,9,9
63,0,6,20
64,0,5,18
65,0,1,7
66,0,6,18
67,0,9,20
68,0,2,2
69,1,8,8
70,2,11,21
71,0,1,15
72,0,1,4
73,0,7,16
74,0,8,19
75,1,3,18
76,0,2,21
77,0,3,3
78,0,1,15
79,1,1,3
80,0,8,20
81,0,1,3
82,1,3,14
83,0,2,12
84,0,5,6
85,1,2,11
86,0,9,19
87,1,4,17
88,1,2,4
89,0,2,6
90,0,8,11
91,0,5,16
92,0,7,20
93,0,3,15
94,0,1,13
95,0,4,14
96,0,1,5
97,1,1,11
98,0,3,14
99,2,2,13
