,times_prey_known,times_pred_known,time_steps
0,0,6,18
1,0,1,7
2,0,15,25
3,0,1,13
4,1,2,11
5,3,1,7
6,0,1,1
7,0,1,13
8,0,8,20
9,0,1,6
10,0,8,23
11,0,2,2
12,0,3,16
13,1,3,5
14,0,4,16
15,0,3,10
16,0,3,3
17,1,7,8
18,1,2,14
19,1,2,2
20,1,1,16
21,1,4,12
22,0,2,13
23,0,4,15
24,1,8,11
25,0,2,6
26,0,1,8
27,0,1,9
28,0,1,13
29,0,3,8
30,0,9,19
31,0,5,15
32,2,2,15
33,1,3,16
34,1,9,25
35,0,2,9
36,0,8,13
37,0,8,21
38,0,1,14
39,0,6,19
40,0,2,2
41,0,6,11
42,0,2,15
43,0,2,2
44,0,3,19
45,0,2,15
46,1,2,12
47,0,7,16
48,0,2,4
49,0,8,20
50,1,15,19
51,1,7,11
52,0,3,10
53,0,1,7
54,0,1,8
55,0,12,12
56,1,8,8
57,0,2,8
58,1,3,17
59,1,1,12
60,1,9,9
61,0,8,9
62,1,4,14
63,0,1,5
64,0,2,15
65,1,8,12
66,0,2,13
67,2,8,19
68,1,4,4
69,1,1,10
70,0,2,5
71,1,5,6
72,1,1,5
73,0,4,4
74,0,8,10
75,0,1,1
76,1,1,11
77,1,5,14
78,1,1,1
79,0,2,16
80,0,1,13
81,0,1,15
82,0,14,24
83,1,3,10
84,1,2,4
85,0,1,5
86,0,4,7
87,0,4,19
88,0,8,12
89,0,2,2
90,1,2,12
91,0,8,16
92,0,4,16
93,1,4,4
94,1,2,2
95,2,9,19
96,1,2,10
97,1,13,21
98,0,2,2
99,0,2,3
