,times_prey_known,times_pred_known,time_steps
0,3,3,3
1,22,22,22
2,9,9,9
3,34,34,34
4,3,3,3
5,10,10,10
6,29,29,29
7,12,12,12
8,4,4,4
9,9,9,9
10,12,12,12
11,6,6,6
12,24,24,24
13,5,5,5
14,8,8,8
15,17,17,17
16,11,11,11
17,5,5,5
18,40,40,40
19,17,17,17
20,29,29,29
21,3,3,3
22,19,19,19
23,1,1,1
24,15,15,15
25,1,1,1
26,1,1,1
27,16,16,16
28,31,31,31
29,12,12,12
30,13,13,13
31,10,10,10
32,49,49,49
33,5,5,5
34,22,22,22
35,18,18,18
36,1,1,1
37,2,2,2
38,6,6,6
39,13,13,13
40,5,5,5
41,28,28,28
42,5,5,5
43,11,11,11
44,9,9,9
45,20,20,20
46,1,1,1
47,21,21,21
48,16,16,16
49,15,15,15
50,8,8,8
51,31,31,31
52,10,10,10
53,8,8,8
54,9,9,9
55,23,23,23
56,24,24,24
57,2,2,2
58,18,18,18
59,5,5,5
60,4,4,4
61,3,3,3
62,14,14,14
63,29,29,29
64,13,13,13
65,13,13,13
66,3,3,3
67,25,25,25
68,12,12,12
69,15,15,15
70,6,6,6
71,23,23,23
72,19,19,19
73,25,25,25
74,19,19,19
75,12,12,12
76,20,20,20
77,23,23,23
78,8,8,8
79,7,7,7
80,13,13,13
81,11,11,11
82,14,14,14
83,1,1,1
84,9,9,9
85,7,7,7
86,10,10,10
87,1,1,1
88,7,7,7
89,7,7,7
90,13,13,13
91,8,8,8
92,25,25,25
93,26,26,26
94,15,15,15
95,18,18,18
96,22,22,22
97,9,9,9
98,20,20,20
99,19,19,19
