,times_prey_known,times_pred_known,time_steps
0,19,19,19
1,4,4,4
2,5,5,5
3,2,2,2
4,7,7,7
5,4,4,4
6,25,25,25
7,18,18,18
8,15,15,15
9,7,7,7
10,6,6,6
11,35,35,35
12,12,12,12
13,1,1,1
14,1,1,1
15,11,11,11
16,10,10,10
17,7,7,7
18,1,1,1
19,25,25,25
20,55,55,55
21,9,9,9
22,25,25,25
23,19,19,19
24,19,19,19
25,5,5,5
26,24,24,24
27,26,26,26
28,21,21,21
29,29,29,29
30,23,23,23
31,5,5,5
32,1,1,1
33,1,1,1
34,8,8,8
35,10,10,10
36,12,12,12
37,8,8,8
38,6,6,6
39,15,15,15
40,15,15,15
41,30,30,30
42,16,16,16
43,23,23,23
44,2,2,2
45,2,2,2
46,24,24,24
47,17,17,17
48,25,25,25
49,8,8,8
50,23,23,23
51,12,12,12
52,17,17,17
53,11,11,11
54,23,23,23
55,23,23,23
56,1,1,1
57,20,20,20
58,9,9,9
59,40,40,40
60,13,13,13
61,7,7,7
62,25,25,25
63,3,3,3
64,18,18,18
65,8,8,8
66,6,6,6
67,28,28,28
68,25,25,25
69,20,20,20
70,39,39,39
71,1,1,1
72,1,1,1
73,1,1,1
74,16,16,16
75,14,14,14
76,18,18,18
77,5,5,5
78,15,15,15
79,14,14,14
80,2,2,2
81,22,22,22
82,6,6,6
83,7,7,7
84,15,15,15
85,1,1,1
86,8,8,8
87,13,13,13
88,14,14,14
89,13,13,13
90,3,3,3
91,8,8,8
92,13,13,13
93,8,8,8
94,18,18,18
95,10,10,10
96,12,12,12
97,36,36,36
98,20,20,20
99,12,12,12
