,times_prey_known,times_pred_known,time_steps
0,5,5,5
1,9,9,9
2,30,30,30
3,45,45,45
4,23,23,23
5,26,26,26
6,8,8,8
7,6,6,6
8,7,7,7
9,15,15,15
10,13,13,13
11,2,2,2
12,27,27,27
13,11,11,11
14,13,13,13
15,15,15,15
16,27,27,27
17,3,3,3
18,13,13,13
19,1,1,1
20,3,3,3
21,4,4,4
22,27,27,27
23,9,9,9
24,15,15,15
25,21,21,21
26,12,12,12
27,7,7,7
28,23,23,23
29,34,34,34
30,15,15,15
31,15,15,15
32,23,23,23
33,2,2,2
34,27,27,27
35,10,10,10
36,22,22,22
37,30,30,30
38,27,27,27
39,7,7,7
40,20,20,20
41,20,20,20
42,3,3,3
43,2,2,2
44,4,4,4
45,16,16,16
46,27,27,27
47,12,12,12
48,15,15,15
49,23,23,23
50,1,1,1
51,7,7,7
52,15,15,15
53,11,11,11
54,44,44,44
55,13,13,13
56,10,10,10
57,22,22,22
58,11,11,11
59,6,6,6
60,6,6,6
61,4,4,4
62,9,9,9
63,5,5,5
64,8,8,8
65,37,37,37
66,19,19,19
67,14,14,14
68,35,35,35
69,5,5,5
70,4,4,4
71,14,14,14
72,14,14,14
73,16,16,16
74,11,11,11
75,14,14,14
76,8,8,8
77,26,26,26
78,23,23,23
79,24,24,24
80,13,13,13
81,33,33,33
82,7,7,7
83,12,12,12
84,16,16,16
85,19,19,19
86,7,7,7
87,34,34,34
88,19,19,19
89,32,32,32
90,33,33,33
91,15,15,15
92,23,23,23
93,3,3,3
94,17,17,17
95,18,18,18
96,11,11,11
97,16,16,16
98,23,23,23
99,18,18,18
