,times_prey_known,times_pred_known,time_steps
0,17,17,17
1,21,21,21
2,1,1,1
3,7,7,7
4,10,10,10
5,42,42,42
6,18,18,18
7,22,22,22
8,9,9,9
9,6,6,6
10,13,13,13
11,24,24,24
12,8,8,8
13,53,53,53
14,5,5,5
15,4,4,4
16,11,11,11
17,21,21,21
18,12,12,12
19,25,25,25
20,7,7,7
21,11,11,11
22,30,30,30
23,17,17,17
24,7,7,7
25,34,34,34
26,1,1,1
27,23,23,23
28,30,30,30
29,10,10,10
30,5,5,5
31,6,6,6
32,13,13,13
33,18,18,18
34,37,37,37
35,25,25,25
36,18,18,18
37,2,2,2
38,11,11,11
39,15,15,15
40,24,24,24
41,1,1,1
42,16,16,16
43,17,17,17
44,22,22,22
45,33,33,33
46,4,4,4
47,14,14,14
48,3,3,3
49,16,16,16
50,3,3,3
51,5,5,5
52,2,2,2
53,7,7,7
54,9,9,9
55,6,6,6
56,12,12,12
57,3,3,3
58,16,16,16
59,31,31,31
60,31,31,31
61,17,17,17
62,10,10,10
63,30,30,30
64,6,6,6
65,21,21,21
66,6,6,6
67,24,24,24
68,9,9,9
69,17,17,17
70,24,24,24
71,30,30,30
72,20,20,20
73,4,4,4
74,13,13,13
75,51,51,51
76,20,20,20
77,1,1,1
78,18,18,18
79,10,10,10
80,6,6,6
81,9,9,9
82,5,5,5
83,7,7,7
84,30,30,30
85,12,12,12
86,1,1,1
87,8,8,8
88,17,17,17
89,4,4,4
90,1,1,1
91,19,19,19
92,2,2,2
93,123,123,123
94,5,5,5
95,13,13,13
96,12,12,12
97,19,19,19
98,16,16,16
99,12,12,12
