,times_prey_known,times_pred_known,time_steps
0,10,10,10
1,13,13,13
2,11,11,11
3,9,9,9
4,23,23,23
5,4,4,4
6,1,1,1
7,9,9,9
8,8,8,8
9,16,16,16
10,3,3,3
11,23,23,23
12,29,29,29
13,3,3,3
14,25,25,25
15,26,26,26
16,15,15,15
17,3,3,3
18,7,7,7
19,38,38,38
20,10,10,10
21,7,7,7
22,13,13,13
23,1,1,1
24,12,12,12
25,15,15,15
26,8,8,8
27,15,15,15
28,10,10,10
29,120,120,120
30,26,26,26
31,10,10,10
32,11,11,11
33,1,1,1
34,15,15,15
35,11,11,11
36,21,21,21
37,29,29,29
38,28,28,28
39,10,10,10
40,6,6,6
41,16,16,16
42,8,8,8
43,1,1,1
44,15,15,15
45,21,21,21
46,25,25,25
47,7,7,7
48,5,5,5
49,15,15,15
50,18,18,18
51,3,3,3
52,8,8,8
53,20,20,20
54,2,2,2
55,12,12,12
56,15,15,15
57,12,12,12
58,8,8,8
59,19,19,19
60,22,22,22
61,8,8,8
62,30,30,30
63,21,21,21
64,5,5,5
65,19,19,19
66,4,4,4
67,2,2,2
68,20,20,20
69,16,16,16
70,31,31,31
71,1,1,1
72,30,30,30
73,8,8,8
74,1,1,1
75,11,11,11
76,11,11,11
77,20,20,20
78,18,18,18
79,12,12,12
80,6,6,6
81,4,4,4
82,16,16,16
83,6,6,6
84,18,18,18
85,15,15,15
86,5,5,5
87,5,5,5
88,5,5,5
89,25,25,25
90,10,10,10
91,2,2,2
92,21,21,21
93,1,1,1
94,18,18,18
95,5,5,5
96,6,6,6
97,19,19,19
98,2,2,2
99,14,14,14
