,times_prey_known,times_pred_known,time_steps
0,1,1,1
1,10,10,10
2,3,3,3
3,7,7,7
4,32,32,32
5,24,24,24
6,28,28,28
7,13,13,13
8,21,21,21
9,15,15,15
10,4,4,4
11,19,19,19
12,12,12,12
13,13,13,13
14,23,23,23
15,4,4,4
16,11,11,11
17,22,22,22
18,15,15,15
19,2,2,2
20,12,12,12
21,10,10,10
22,29,29,29
23,14,14,14
24,3,3,3
25,9,9,9
26,3,3,3
27,3,3,3
28,20,20,20
29,8,8,8
30,9,9,9
31,7,7,7
32,2,2,2
33,6,6,6
34,6,6,6
35,13,13,13
36,2,2,2
37,6,6,6
38,29,29,29
39,26,26,26
40,2,2,2
41,5,5,5
42,2,2,2
43,8,8,8
44,36,36,36
45,6,6,6
46,13,13,13
47,5,5,5
48,7,7,7
49,8,8,8
50,16,16,16
51,16,16,16
52,1,1,1
53,27,27,27
54,27,27,27
55,6,6,6
56,27,27,27
57,9,9,9
58,6,6,6
59,7,7,7
60,12,12,12
61,25,25,25
62,16,16,16
63,6,6,6
64,25,25,25
65,19,19,19
66,21,21,21
67,9,9,9
68,11,11,11
69,18,18,18
70,11,11,11
71,20,20,20
72,20,20,20
73,7,7,7
74,17,17,17
75,3,3,3
76,16,16,16
77,3,3,3
78,16,16,16
79,16,16,16
80,4,4,4
81,4,4,4
82,9,9,9
83,13,13,13
84,1,1,1
85,28,28,28
86,13,13,13
87,13,13,13
88,16,16,16
89,20,20,20
90,30,30,30
91,7,7,7
92,23,23,23
93,8,8,8
94,5,5,5
95,13,13,13
96,18,18,18
97,12,12,12
98,17,17,17
99,10,10,10
