,times_prey_known,times_pred_known,time_steps
0,1,5,12
1,1,5,6
2,1,12,14
3,2,16,25
4,0,10,17
5,0,2,13
6,0,27,36
7,0,8,19
8,1,16,21
9,0,1,12
10,0,3,15
11,0,17,27
12,1,3,9
13,1,14,27
14,0,23,43
15,1,23,36
16,0,4,13
17,1,47,64
18,0,27,30
19,0,1,17
20,1,11,11
21,0,2,15
22,0,19,20
23,1,17,21
24,0,32,49
25,1,5,17
26,0,2,14
27,0,1,13
28,0,9,11
29,2,3,12
30,2,19,23
31,0,4,19
32,0,5,11
33,0,5,16
34,0,2,6
35,0,1,16
36,0,2,16
37,1,4,12
38,0,21,33
39,1,5,13
40,1,2,2
41,0,3,14
42,1,5,11
43,0,5,15
44,0,2,2
45,1,9,14
46,0,1,16
47,0,2,13
48,1,6,7
49,1,14,18
50,0,7,22
51,0,16,18
52,0,1,1
53,0,2,12
54,0,26,39
55,0,2,13
56,1,4,4
57,1,24,28
58,1,4,5
59,0,10,16
60,0,5,17
61,1,1,8
62,1,8,21
63,0,5,13
64,1,35,54
65,1,1,10
66,1,23,33
67,0,1,9
68,1,7,7
69,1,4,4
70,1,15,15
71,1,13,20
72,1,4,17
73,0,1,15
74,1,49,68
75,0,5,7
76,0,6,17
77,0,1,12
78,0,5,5
79,1,2,2
80,0,1,1
81,0,1,14
82,1,1,1
83,1,3,12
84,0,1,1
85,1,12,22
86,1,2,5
87,1,3,15
88,0,7,22
89,0,11,21
90,1,13,18
91,0,2,12
92,0,9,19
93,0,6,15
94,3,1,14
95,0,1,16
96,0,23,30
97,0,1,5
98,0,15,32
99,0,2,4
