,times_prey_known,times_pred_known,time_steps
0,1,2,2
1,1,19,39
2,0,3,13
3,0,20,37
4,0,1,8
5,0,4,15
6,1,5,16
7,0,8,17
8,2,28,34
9,0,11,15
10,0,6,20
11,0,4,8
12,1,7,14
13,1,6,13
14,0,49,59
15,0,10,13
16,2,7,18
17,1,27,29
18,0,3,18
19,0,37,45
20,0,37,45
21,0,6,19
22,0,21,29
23,1,8,21
24,0,4,15
25,1,16,38
26,1,9,21
27,1,2,8
28,1,4,14
29,0,35,45
30,0,1,11
31,0,3,3
32,1,19,26
33,0,1,9
34,0,3,17
35,0,10,24
36,0,4,15
37,0,1,15
38,0,2,13
39,1,7,16
40,0,4,11
41,0,9,22
42,0,2,15
43,1,4,14
44,2,2,15
45,1,41,55
46,0,22,25
47,0,5,17
48,0,4,12
49,0,35,43
50,0,1,2
51,2,18,25
52,3,7,17
53,0,1,13
54,0,5,7
55,0,1,1
56,1,18,21
57,0,3,9
58,1,6,16
59,1,2,2
60,0,5,20
61,0,17,19
62,0,3,14
63,0,1,3
64,1,27,40
65,2,17,28
66,0,1,11
67,0,7,24
68,1,5,17
69,0,1,11
70,1,40,53
71,0,7,8
72,0,4,17
73,3,1,16
74,0,1,13
75,0,2,15
76,0,15,15
77,1,29,39
78,0,3,12
79,0,1,15
80,0,23,29
81,1,22,31
82,0,2,14
83,0,5,19
84,1,8,8
85,0,3,6
86,1,1,2
87,0,4,16
88,0,25,31
89,0,6,16
90,0,6,18
91,1,5,14
92,1,8,17
93,1,11,18
94,0,9,20
95,1,6,6
96,0,5,18
97,0,1,1
98,1,20,21
99,0,27,29
