,times_prey_known,times_pred_known,time_steps
0,0,22,36
1,0,2,6
2,0,2,4
3,1,2,4
4,2,23,23
5,0,2,13
6,1,5,5
7,1,2,2
8,0,25,37
9,0,8,19
10,0,6,6
11,0,1,7
12,1,13,26
13,0,1,12
14,1,44,62
15,1,21,21
16,1,4,10
17,1,4,20
18,0,4,15
19,0,20,25
20,0,15,22
21,0,1,14
22,1,13,15
23,1,11,20
24,1,4,6
25,0,12,23
26,2,20,34
27,1,51,69
28,1,5,8
29,1,2,11
30,0,1,13
31,0,2,2
32,0,7,10
33,2,10,28
34,1,1,7
35,1,17,19
36,1,20,32
37,1,12,21
38,0,4,14
39,2,26,38
40,0,6,14
41,0,27,41
42,0,2,2
43,0,4,15
44,0,3,3
45,0,1,10
46,0,8,18
47,0,3,3
48,0,8,8
49,0,1,1
50,0,5,10
51,0,4,7
52,0,10,19
53,0,1,3
54,0,3,14
55,0,5,7
56,0,1,14
57,0,2,11
58,0,8,8
59,0,7,16
60,0,16,28
61,1,3,13
62,0,1,6
63,1,7,7
64,0,8,20
65,1,48,66
66,1,9,12
67,2,11,19
68,0,2,3
69,0,1,14
70,0,3,16
71,1,1,1
72,0,5,19
73,1,3,13
74,0,1,6
75,1,9,9
76,0,22,33
77,0,7,13
78,0,7,17
79,1,7,18
80,0,4,4
81,0,6,16
82,0,1,12
83,1,1,4
84,3,49,68
85,1,1,16
86,1,8,9
87,1,14,23
88,0,5,20
89,0,2,15
90,0,3,12
91,0,5,15
92,1,10,18
93,0,2,17
94,2,18,29
95,1,4,11
96,0,11,21
97,0,1,12
98,0,15,16
99,0,2,15
