,times_prey_known,times_pred_known,time_steps
0,2,1,15
1,0,11,12
2,1,8,11
3,1,12,21
4,0,2,6
5,0,3,5
6,1,20,25
7,2,20,29
8,0,18,27
9,0,3,14
10,1,3,8
11,1,28,38
12,0,2,10
13,0,14,18
14,0,7,9
15,1,15,15
16,1,4,20
17,0,2,5
18,0,38,54
19,0,3,17
20,0,3,3
21,1,32,49
22,0,4,14
23,1,3,7
24,0,4,19
25,0,4,16
26,0,3,15
27,0,1,1
28,0,17,24
29,0,5,14
30,0,3,15
31,1,1,4
32,1,7,9
33,1,1,1
34,0,2,2
35,0,12,12
36,0,2,3
37,0,9,15
38,0,9,20
39,2,1,10
40,0,3,3
41,0,3,15
42,0,2,2
43,1,47,51
44,1,8,10
45,1,14,25
46,1,1,1
47,0,7,9
48,1,12,23
49,0,3,8
50,0,2,13
51,0,2,13
52,1,14,26
53,0,9,20
54,1,4,15
55,0,5,18
56,1,10,18
57,0,1,2
58,1,6,7
59,0,4,17
60,0,1,13
61,0,6,10
62,0,24,32
63,0,1,6
64,0,3,10
65,1,6,16
66,0,9,24
67,1,9,9
68,0,13,25
69,0,2,12
70,0,3,3
71,1,1,1
72,1,2,5
73,0,9,21
74,1,6,20
75,0,1,18
76,0,11,23
77,0,9,10
78,1,5,16
79,0,4,13
80,0,4,5
81,1,3,6
82,1,9,20
83,3,10,18
84,1,6,17
85,1,1,12
86,2,1,12
87,0,1,14
88,0,1,3
89,0,4,4
90,0,3,7
91,1,33,41
92,0,6,8
93,0,83,99
94,0,3,17
95,1,23,40
96,1,9,9
97,1,4,15
98,0,17,20
99,2,18,31
