,times_prey_known,times_pred_known,time_steps
0,0,4,12
1,0,3,4
2,1,2,16
3,0,1,11
4,0,14,24
5,1,1,4
6,0,5,18
7,0,24,32
8,0,2,17
9,0,2,6
10,1,10,20
11,0,17,34
12,0,1,14
13,1,13,15
14,1,1,11
15,2,2,12
16,1,1,14
17,0,11,22
18,0,16,24
19,0,2,18
20,1,3,4
21,0,1,10
22,0,2,13
23,1,2,12
24,0,2,12
25,0,12,25
26,0,5,18
27,0,18,22
28,0,18,28
29,1,2,12
30,2,10,21
31,1,6,18
32,3,4,13
33,0,5,11
34,0,14,24
35,1,8,8
36,2,5,18
37,1,1,9
38,1,7,14
39,3,19,31
40,0,6,14
41,0,2,2
42,1,9,20
43,4,13,24
44,4,17,33
45,3,7,8
46,1,12,22
47,1,1,8
48,0,4,4
49,1,1,14
50,1,5,5
51,0,19,27
52,0,4,4
53,1,39,42
54,1,2,15
55,1,7,7
56,0,1,15
57,1,3,4
58,1,7,12
59,3,8,10
60,0,4,17
61,0,1,13
62,2,4,5
63,2,12,23
64,1,3,12
65,0,1,1
66,1,39,45
67,0,4,16
68,0,3,15
69,1,6,15
70,1,2,15
71,0,3,3
72,0,27,39
73,1,1,9
74,1,4,7
75,0,23,31
76,0,19,20
77,1,13,22
78,1,11,23
79,0,4,17
80,0,5,13
81,2,13,23
82,0,37,55
83,2,18,19
84,0,40,54
85,0,11,21
86,1,7,7
87,1,1,5
88,0,5,19
89,0,1,11
90,0,2,9
91,1,11,22
92,1,16,16
93,0,1,13
94,0,43,72
95,2,13,29
96,0,4,14
97,1,23,29
98,5,8,8
99,2,19,19
