,times_prey_known,times_pred_known,time_steps
0,1,3,13
1,0,7,18
2,0,4,4
3,0,10,23
4,0,28,41
5,0,2,15
6,0,5,16
7,1,41,53
8,0,4,15
9,0,2,15
10,0,1,16
11,1,38,55
12,1,1,1
13,0,2,15
14,0,50,61
15,0,6,20
16,1,2,3
17,1,10,11
18,0,6,16
19,0,4,6
20,1,30,35
21,0,2,3
22,3,5,7
23,1,7,16
24,0,6,21
25,1,1,1
26,0,8,8
27,0,1,8
28,0,2,12
29,0,2,5
30,0,11,11
31,0,6,16
32,0,3,9
33,0,3,14
34,1,10,20
35,0,3,16
36,0,2,16
37,0,17,26
38,1,1,5
39,0,16,36
40,0,8,21
41,0,1,15
42,1,31,43
43,0,1,12
44,0,2,17
45,0,2,14
46,0,1,13
47,1,1,3
48,1,6,16
49,1,2,14
50,0,7,7
51,1,10,13
52,1,1,2
53,1,9,30
54,1,1,14
55,0,2,13
56,1,4,16
57,1,5,5
58,0,6,12
59,0,48,57
60,1,4,4
61,1,2,2
62,0,4,18
63,0,3,13
64,0,13,23
65,0,4,17
66,0,4,15
67,1,1,14
68,0,4,13
69,1,3,4
70,1,9,20
71,1,14,27
72,1,9,9
73,1,2,2
74,0,4,4
75,2,13,19
76,0,1,10
77,0,25,29
78,0,1,3
79,1,3,3
80,1,45,46
81,1,2,14
82,1,1,15
83,0,4,18
84,1,14,24
85,0,15,19
86,0,4,15
87,1,26,33
88,0,1,1
89,0,14,34
90,1,4,8
91,0,2,13
92,0,52,68
93,0,6,9
94,0,2,13
95,1,1,6
96,1,11,26
97,1,3,12
98,0,1,5
99,0,1,11
