,times_prey_known,times_pred_known,time_steps
0,1,14,20
1,1,39,56
2,1,10,19
3,0,9,9
4,0,23,32
5,0,3,15
6,1,4,4
7,1,14,17
8,0,2,12
9,0,3,15
10,1,21,36
11,1,7,20
12,0,4,17
13,0,3,17
14,0,5,17
15,1,66,81
16,1,3,6
17,1,1,11
18,0,1,10
19,0,7,23
20,0,7,21
21,1,29,34
22,0,4,15
23,0,3,19
24,1,1,1
25,2,16,28
26,0,2,12
27,1,6,18
28,0,7,9
29,1,6,9
30,0,5,16
31,1,8,12
32,0,1,1
33,0,2,2
34,0,1,2
35,0,6,6
36,1,1,1
37,0,3,4
38,0,13,13
39,1,19,22
40,0,7,9
41,0,6,10
42,0,2,13
43,1,2,5
44,1,27,39
45,1,2,13
46,0,7,8
47,0,5,16
48,1,11,21
49,1,9,21
50,0,5,12
51,1,22,27
52,0,17,27
53,1,1,12
54,1,1,10
55,2,16,31
56,3,13,23
57,0,11,12
58,1,3,16
59,1,3,14
60,1,18,31
61,0,4,14
62,0,1,13
63,0,31,48
64,1,1,15
65,0,1,3
66,1,7,7
67,0,31,50
68,0,1,12
69,0,2,16
70,0,9,22
71,1,29,46
72,0,3,13
73,0,13,15
74,1,1,1
75,0,5,6
76,0,37,51
77,0,5,16
78,0,4,14
79,3,7,8
80,1,15,24
81,0,8,19
82,0,1,13
83,0,5,7
84,0,27,47
85,1,4,16
86,1,1,15
87,0,4,13
88,1,7,14
89,0,57,80
90,0,12,17
91,0,5,15
92,1,3,3
93,0,5,5
94,1,6,21
95,0,3,13
96,0,2,12
97,0,5,7
98,0,3,15
99,0,4,10
