,times_prey_known,times_pred_known,time_steps
0,0,1,15
1,0,10,11
2,1,7,7
3,0,23,37
4,2,40,47
5,1,3,3
6,1,12,17
7,0,5,10
8,0,1,5
9,1,9,21
10,0,6,16
11,0,7,9
12,0,32,53
13,2,12,16
14,0,22,27
15,0,3,6
16,0,3,5
17,1,4,7
18,0,26,31
19,0,3,13
20,0,15,24
21,1,54,75
22,5,2,12
23,0,1,3
24,1,2,2
25,0,5,16
26,0,1,11
27,1,5,18
28,0,51,69
29,0,3,13
30,2,9,19
31,0,1,15
32,0,2,12
33,0,1,8
34,0,2,8
35,1,11,23
36,1,17,27
37,0,1,12
38,0,2,10
39,0,2,2
40,0,3,15
41,1,13,23
42,1,3,3
43,1,13,16
44,0,1,13
45,1,5,6
46,0,5,6
47,1,2,3
48,0,6,11
49,1,5,5
50,2,22,25
51,0,5,18
52,0,2,14
53,0,23,32
54,1,33,50
55,0,12,19
56,0,1,7
57,0,1,9
58,0,15,28
59,0,11,15
60,0,6,19
61,1,19,29
62,1,27,44
63,1,5,7
64,0,2,17
65,1,3,14
66,1,16,27
67,0,3,5
68,0,21,26
69,1,16,18
70,0,17,29
71,0,10,19
72,0,5,19
73,1,16,20
74,1,2,2
75,1,2,2
76,0,1,16
77,0,4,17
78,1,6,6
79,0,3,14
80,0,4,13
81,1,23,25
82,0,31,46
83,3,20,34
84,0,4,14
85,0,2,2
86,0,6,16
87,1,8,22
88,1,1,1
89,0,11,12
90,1,7,12
91,0,3,13
92,0,1,8
93,0,3,18
94,0,14,22
95,1,30,34
96,1,6,6
97,0,33,48
98,1,1,8
99,0,5,19
