,times_prey_known,times_pred_known,time_steps
0,1,3,10
1,0,7,18
2,0,2,8
3,1,16,23
4,1,9,22
5,0,2,13
6,1,7,9
7,1,1,1
8,0,12,25
9,0,10,21
10,2,5,9
11,1,1,1
12,0,2,16
13,1,9,9
14,1,1,1
15,1,4,4
16,0,23,31
17,1,1,12
18,0,17,19
19,0,6,17
20,0,5,10
21,0,11,21
22,1,4,16
23,0,2,12
24,1,2,14
25,0,6,16
26,0,5,6
27,2,61,82
28,1,3,3
29,1,17,23
30,1,16,27
31,0,2,2
32,1,10,28
33,0,5,18
34,0,1,15
35,1,4,16
36,0,2,14
37,1,5,16
38,0,7,19
39,0,1,13
40,1,1,6
41,0,1,15
42,1,5,7
43,0,3,8
44,0,1,14
45,1,7,15
46,0,1,12
47,3,8,12
48,0,15,26
49,0,6,12
50,0,10,14
51,0,4,16
52,2,23,25
53,1,20,23
54,0,1,13
55,0,4,15
56,1,4,5
57,5,22,34
58,0,1,12
59,0,2,15
60,0,10,14
61,2,18,18
62,0,2,13
63,0,3,3
64,1,57,80
65,0,6,13
66,0,1,15
67,1,10,17
68,1,5,9
69,0,1,4
70,0,10,10
71,2,19,22
72,1,5,5
73,1,3,7
74,0,6,6
75,0,1,13
76,1,10,23
77,0,4,15
78,0,3,15
79,0,19,23
80,0,4,18
81,1,6,18
82,2,17,29
83,0,1,11
84,0,7,12
85,1,10,12
86,0,11,23
87,0,40,49
88,1,23,28
89,2,6,17
90,1,38,38
91,0,2,13
92,1,5,11
93,1,8,8
94,1,6,14
95,1,1,1
96,0,2,2
97,1,2,3
98,0,12,12
99,1,26,38
