,times_prey_known,times_pred_known,time_steps
0,1,11,12
1,0,11,16
2,0,22,35
3,2,22,34
4,1,6,15
5,0,3,7
6,2,12,15
7,0,2,14
8,3,8,18
9,1,4,14
10,1,4,6
11,1,1,5
12,2,22,28
13,0,4,17
14,0,13,20
15,1,33,45
16,0,8,19
17,1,1,1
18,2,1,15
19,1,6,17
20,0,7,7
21,0,1,2
22,0,1,13
23,0,4,16
24,1,18,22
25,1,30,45
26,1,26,27
27,0,2,12
28,0,8,18
29,1,5,19
30,0,2,13
31,1,2,7
32,0,3,3
33,1,3,16
34,0,6,19
35,0,8,17
36,0,2,13
37,0,6,7
38,1,21,31
39,0,1,1
40,0,4,16
41,0,18,29
42,0,3,13
43,0,1,11
44,1,1,10
45,0,4,7
46,0,1,1
47,1,17,32
48,0,18,18
49,0,2,13
50,0,7,17
51,0,20,21
52,0,7,12
53,0,3,14
54,0,1,6
55,1,5,14
56,0,2,3
57,0,2,12
58,1,11,23
59,0,22,30
60,1,15,26
61,2,2,11
62,0,6,17
63,0,6,19
64,0,5,5
65,0,19,31
66,0,3,16
67,0,10,21
68,0,4,15
69,1,3,3
70,1,41,57
71,0,1,10
72,1,8,10
73,1,17,27
74,0,1,14
75,1,9,11
76,0,1,8
77,0,4,19
78,0,2,13
79,0,1,12
80,1,61,85
81,0,2,7
82,0,3,15
83,1,2,13
84,0,2,15
85,1,9,11
86,0,1,3
87,0,3,14
88,0,2,15
89,0,4,14
90,0,4,8
91,0,19,28
92,0,3,3
93,1,21,33
94,0,2,14
95,3,3,11
96,0,16,25
97,0,6,18
98,2,22,35
99,0,4,16
