,times_prey_known,times_pred_known,time_steps
0,0,1,15
1,0,3,14
2,0,2,11
3,0,2,8
4,0,2,11
5,0,2,16
6,3,37,57
7,0,5,6
8,1,31,48
9,1,50,79
10,0,1,8
11,1,1,12
12,0,1,13
13,0,1,13
14,1,11,19
15,3,22,37
16,0,26,34
17,1,1,1
18,0,1,11
19,0,16,18
20,1,6,14
21,0,26,41
22,2,13,26
23,0,4,10
24,0,4,4
25,0,2,2
26,0,21,25
27,0,10,13
28,1,6,6
29,1,8,11
30,0,2,10
31,0,3,15
32,1,54,75
33,2,11,22
34,1,10,21
35,1,14,15
36,1,16,18
37,1,4,4
38,1,32,43
39,0,16,31
40,1,5,7
41,0,5,18
42,1,3,3
43,0,9,9
44,1,3,14
45,0,42,48
46,0,1,11
47,0,5,15
48,0,6,18
49,0,5,16
50,0,8,22
51,1,1,10
52,0,5,5
53,0,11,11
54,2,14,24
55,2,14,24
56,0,5,14
57,0,6,19
58,0,8,14
59,0,4,12
60,0,5,16
61,0,22,38
62,0,10,22
63,0,4,17
64,0,1,13
65,0,2,11
66,0,2,3
67,1,32,45
68,0,5,6
69,0,4,16
70,0,9,20
71,0,3,3
72,1,2,2
73,1,3,13
74,1,11,17
75,0,2,8
76,0,35,47
77,2,2,17
78,0,1,8
79,0,1,15
80,0,3,12
81,0,26,43
82,0,38,46
83,0,1,2
84,0,3,15
85,1,1,1
86,1,17,26
87,0,3,16
88,1,6,6
89,1,3,4
90,0,7,7
91,0,2,5
92,0,1,9
93,0,11,22
94,1,4,4
95,0,1,11
96,0,19,26
97,1,6,8
98,0,39,59
99,0,4,4
