,times_prey_known,times_pred_known,time_steps
0,1,6,22
1,0,4,14
2,0,15,19
3,0,7,7
4,1,16,18
5,0,17,29
6,0,11,23
7,0,2,14
8,0,7,17
9,1,18,26
10,0,1,4
11,0,16,28
12,0,2,14
13,0,6,6
14,0,11,14
15,0,29,32
16,0,10,18
17,1,2,2
18,1,1,2
19,0,2,11
20,1,6,17
21,1,6,16
22,0,2,2
23,0,2,15
24,1,28,42
25,1,1,9
26,0,1,3
27,0,1,1
28,0,3,5
29,0,5,16
30,1,8,8
31,0,1,9
32,1,1,8
33,0,6,9
34,0,2,2
35,2,24,39
36,0,1,15
37,3,1,18
38,1,13,18
39,0,11,13
40,1,5,5
41,0,4,16
42,0,2,15
43,1,2,2
44,1,1,8
45,0,2,2
46,1,22,27
47,2,11,11
48,0,1,6
49,0,2,2
50,0,2,13
51,1,3,15
52,1,2,2
53,1,3,19
54,0,1,12
55,0,1,10
56,1,19,23
57,0,2,2
58,0,35,53
59,1,8,15
60,1,1,13
61,1,12,23
62,0,3,13
63,1,40,49
64,1,3,5
65,1,9,9
66,0,30,37
67,1,5,12
68,0,7,16
69,0,16,28
70,1,37,55
71,1,4,4
72,0,13,16
73,0,4,18
74,1,15,20
75,1,2,6
76,1,14,18
77,0,1,12
78,0,2,2
79,0,2,13
80,1,4,12
81,1,4,16
82,0,4,17
83,1,16,20
84,1,3,8
85,1,17,28
86,0,1,15
87,0,34,40
88,0,11,23
89,1,41,48
90,1,24,27
91,1,2,15
92,0,1,15
93,1,7,19
94,1,7,16
95,1,1,11
96,0,3,14
97,0,1,13
98,1,4,11
99,1,27,30
